id,name,streetAddress,city,state,zipCode,telephone,website,priceRange,category,ratingValue,neighborhood,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Good For,Parking,Attire,Ambience,Alcohol,Outdoor Seating,Wi-Fi,Waiter Service,Caters 
7815,The Trails Eatery,7389 Jackson Dr,San Diego,CA,92119,(619) 667-2233,thetrailseatery.com,$$,Breakfast & Brunch;American (Traditional);Gluten-Free,4.0,San Carlos,,No,Yes,Yes,Breakfast,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7816,Café Chloe,721 9th Ave Ste 1,San Diego,CA,92101,(619) 232-3242,cafechloe.com,$$,French;Wine Bars,4.0,East Village,Yes,No,Yes,Yes,Brunch,Street,Casual,Romantic,Beer & Wine Only,Yes,Free,Yes,Yes
7817,DogHouse Bar & Grill,3515 5th Ave,San Diego,CA,92103,(619) 501-8638,doghousebarandgrill.com,$$,American (New);Bars;Gastropubs,4.0,,Yes,Yes,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7818,Sang Dao,5421 El Cajon Blvd,San Diego,CA,92115,(619) 263-0914,,$,Thai;Laotian,4.0,Rolando,No,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,No,No,No,Yes,No
7819,Iceskimo,4609 Convoy St Ste B,San Diego,CA,92111,(858) 216-1111,,$,Desserts;Shaved Ice;Taiwanese,4.5,Kearny Mesa,No,No,Yes,Yes,Dessert,Street,Casual,Divey,No,Yes,No,No,No
7820,The Godfather Restaurant,7878 Clairemont Mesa Blvd,San Diego,CA,92111,(858) 560-1747,godfatherrestaurant.com,$$,Italian,4.0,Kearny Mesa,Yes,No,Yes,Yes,Dinner,Private Lot,Dressy,Intimate,Full Bar,No,No,Yes,Yes
7821,Devine Pastabilities,3545 Midway Dr Ste E,San Diego,CA,92110,(619) 523-5441,torpasta.com,$,Italian;Sandwiches,4.5,Midway,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
7822,Gaglione Brothers,10450 Friars Rd Ste B,San Diego,CA,92120,(619) 955-8600,gaglionebros.com,$$,Sandwiches;Delis;Fast Food,4.0,Grantville,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7823,Dumpling Inn - Shanghai Saloon,4625 Convoy St,San Diego,CA,92111,(858) 268-9638,dumplinginn.com,$$,Chinese,4.0,Kearny Mesa,No,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,Full Bar,No,No,Yes,No
7824,The Deli Llama,3702 5th Ave,San Diego,CA,92103,(619) 295-4666,delillamasd.com,$,Delis;Sandwiches,4.5,Hillcrest,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,No,No,Yes
7825,Island Style Cafe,5950 Santo Rd Ste K,San Diego,CA,92124,(858) 541-7002,islandstylecafe.com,$,Hawaiian;Breakfast & Brunch,4.0,Tierrasanta,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
7826,Islands Restaurant,2441 Fenton Pkwy,San Diego,CA,92108,(619) 640-2727,islandsrestaurants.com,$$,Burgers;Sports Bars;American (Traditional),3.5,Mission Valley,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Full Bar,No,No,Yes,No
7827,Shallot Asian Cuisine,9254 Scranton Rd Ste 106,San Diego,CA,92121,(858) 625-0480,phosorrentovalley.com,$,Vietnamese;Vegetarian,4.5,Sorrento Valley,Yes,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
7828,Underbelly,750 W Fir St Ste 101,San Diego,CA,92101,(619) 269-4626,godblessunderbelly.com,$$,Pubs;Ramen,3.5,Little Italy,No,No,Yes,Yes,Dinner,Street,Casual,Hipster,Beer & Wine Only,Yes,Free,No,No
7829,Mess Royale,142 University Ave Ste C,San Diego,CA,92103,(619) 578-2909,messroyale.com,$$,Poutineries;Bagels,4.5,Hillcrest,No,No,Yes,Yes,Brunch,Street,Casual,Casual,Beer & Wine Only,No,Paid,No,Yes
7830,Rubicon Deli,3715 India St,San Diego,CA,92103,(858) 488-3354,therubicondeli.com,$$,Delis;Sandwiches;Caterers,4.0,Middletown; Mission Hills,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
7831,Tandoori House,3146 Midway Dr,San Diego,CA,92110,(619) 567-2757,tandoorihousesd.com,$,Indian,4.0,Midway,Yes,Yes,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,No,Yes,Free,Yes,Yes
7832,85°C Bakery Cafe,5575 Balboa Ave Ste 330,San Diego,CA,92111,(858) 278-8585,85cafe.us,$,Coffee & Tea;Bakeries;Taiwanese,4.0,Clairemont,No,No,Yes,Yes,Dessert,Private Lot,Casual,Divey,No,No,No,No,Yes
7833,Chi Extraordinary Kitchen,2789 Adams Ave,San Diego,CA,92116,(619) 795-9999,chi-kitchen.com,$$,Thai;Seafood;Vegetarian,5.0,University Heights,Yes,No,Yes,Yes,Dinner,Street,Casual,Trendy,Beer & Wine Only,Yes,No,Yes,Yes
7834,Pieology Pizzeria,5575 Balboa Avenue Ste. 310,San Diego,CA,92111,(858) 565-0600,pieology.com,$,Pizza,4.0,Clairemont,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,No
7835,Crispy Fried Chicken,4919 El Cajon Blvd,San Diego,CA,92115,(619) 582-3938,crispychicken.info,$,Soul Food;Southern;Chicken Wings,4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,No,No
7836,Paleo Treats,The Glashaus 1815 B Main St,San Diego,CA,92113,(619) 403-5424,paleotreats.com,$,Bakeries;Desserts;Gluten-Free,5.0,,No,Yes,Yes,Yes,Dessert,Street,Casual,Hipster,No,No,No,No,
7837,Miguel’s Cocina,2444 San Diego Ave,San Diego,CA,92110,(619) 298-9840,miguels-cocina.com,$$,Mexican,3.5,Old Town,Yes,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7838,Bunz,475 Hotel Cir S,San Diego,CA,92108,(619) 298-6515,bunzsd.com,$$,Hot Dogs;Burgers;American (New),4.0,,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,No
7839,Landini’s Pizzeria,1827 India St,San Diego,CA,92101,(619) 238-3502,landinispizzeria.com,$,Pizza;Italian,4.0,Little Italy,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
7840,Rocky’s Crown Pub,3786 Ingraham St,San Diego,CA,92109,(858) 273-9140,rockyburgers.com,$,Burgers;Pubs,4.0,Pacific Beach,No,No,Yes,No,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,No,No
7841,Taegukgi Korean BBQ House,7655 Clairemont Mesa Blvd Ste 501,San Diego,CA,92111,(858) 277-1554,tggsd.com,$$,Korean;Barbeque,4.0,Kearny Mesa,Yes,No,No,Yes,Dinner,Private Lot,Casual,Trendy,Beer & Wine Only,No,No,Yes,No
7842,Jaynes Gastropub,4677 30th St,San Diego,CA,92116,(619) 563-1011,jaynesgastropub.com,$$,Gastropubs,4.0,University Heights,Yes,No,Yes,Yes,Dinner,Street,Casual,Intimate,Full Bar,Yes,No,Yes,No
7843,Lezzet Cafe,3586 Main St,San Diego,CA,92113,(619) 756-7997,lezzetcafe.net,$$,Turkish;Russian;Uzbek,4.5,,Yes,No,Yes,Yes,Brunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
7844,Faridas Somalian Cuisine,1754 Euclid Ave,San Diego,CA,92105,(619) 264-2995,,$,Ethnic Food;African,4.5,Rolando,No,No,Yes,Yes,Brunch,Private Lot,Casual,Casual,No,No,No,Yes,Yes
7845,Bella Vista Social Club & Caffé,2880 Torrey Pines Scenic Dr,San Diego,CA,92037,(858) 534-9624,bellavistacaffe.com,$$,French;Italian;Breakfast & Brunch,4.0,,No,No,Yes,Yes,Brunch,Private Lot; Validated,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
7846,Josun Korean BBQ,4681 Convoy St,San Diego,CA,92111,(858) 277-8625,josunbbq.com,$$,Korean;Barbeque,4.0,Kearny Mesa,Yes,No,Yes,Yes,Brunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,
7847,Imperial House Continental Restaurant,505 Kalmia St,San Diego,CA,92101,(619) 234-3525,imperialhouse.net,$$,Lounges;American (Traditional),4.0,,Yes,No,Yes,Yes,Late Night,Valet; Street; Private Lot,Casual,Hipster,Full Bar,No,Free,Yes,Yes
7848,Garden Fresh Grill & Smoothie,6165 El Cajon Blvd Ste F,San Diego,CA,92115,(619) 287-2373,,$,Juice Bars & Smoothies;Mediterranean,4.0,Rolando,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,No,Yes
7849,Ebisu Sushi Bar,3765 6th Ave,San Diego,CA,92103,(619) 297-3119,ebisusushisd.com,$$,Sushi Bars;Japanese;Lounges,4.0,Hillcrest,Yes,No,Yes,Yes,Dinner,Street,Casual,Trendy,Full Bar,No,No,Yes,No
7850,Chicken Charlie’s FRYBQ,5407 Balboa Ave,San Diego,CA,92111,(858) 279-1111,chickencharliesfrybq.com,$$,American (New);Barbeque;Specialty Food,3.5,Clairemont,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7851,In-N-Out Burger,4375 Kearny Mesa Rd,San Diego,CA,92111,(800) 786-1000,in-n-out.com,$,Burgers;Fast Food,4.0,Kearny Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,No
7852,Pizza Bella,2707 Congress St,San Diego,CA,92110,(619) 692-4333,pizzabellasd.com,$$,Pizza;Italian,4.0,,Yes,Yes,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,Full Bar,Yes,No,Yes,Yes
7853,El Comal,3946 Illinois St,San Diego,CA,92104,(619) 294-8292,elcomalsd.com,$$,Mexican,4.0,North Park,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,Yes
7854,Oscar’s Mexican Seafood,646 University Ave,San Diego,CA,92103,(619) 798-3550,oscarsmexicanseafood.com/646-…,$,Seafood;Mexican,4.5,Hillcrest,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,Free,No,No
7855,Del Rio International Cafe,2815 Camino Del Rio S Ste D,San Diego,CA,92108,(619) 296-3354,delriocafe.com,$,Mexican;Delis;Sandwiches,4.5,,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,Yes
7856,Hodad’s,945 Broadway,San Diego,CA,92101,(619) 234-6323,hodadies.com,$,Burgers,4.0,East Village,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
7857,West Coast Tavern,2895 University Ave,San Diego,CA,92104,(619) 295-1688,westcoasttavern.com,$$,Lounges;American (New);Breakfast & Brunch,4.0,North Park,Yes,No,Yes,Yes,Brunch; Dinner; Late Night,Street,Casual,Trendy,Full Bar,Yes,No,Yes,No
7858,Eddie V’s Prime Seafood and Steak,789 West Harbor Drive,San Diego,CA,92101,(619) 615-0281,eddiev.com,$$$,Seafood;Steakhouses;Jazz & Blues,4.5,,Yes,No,No,Yes,Dinner,Valet,Dressy,Classy,Full Bar,Yes,No,Yes,No
7859,Niban Japanese Restaurant,7081 Clairemont Mesa Blvd Ste 101,San Diego,CA,92111,(858) 268-0465,,$,Japanese;Sushi Bars,3.5,Kearny Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,Yes,No
7860,Hanna Garden,7160 Miramar Rd,San Diego,CA,92121,(858) 537-0888,hannagarden.com,$,Mediterranean,4.5,Miramar,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,Yes,Yes
7861,Pacific Time,5277 Linda Vista Rd,San Diego,CA,92110,(619) 260-8446,pacifictimesd.com,$,Bakeries;Delis;Wine Bars,4.5,Linda Vista,No,No,Yes,Yes,Breakfast; Brunch,Street; Private Lot,Casual,,Beer & Wine Only,Yes,Free,No,Yes
7862,Fat Sal’s Deli,956 Garnet Ave,San Diego,CA,92109,(855) 682-4373,fatsalsdeli.com,$$,Burgers;American (New);Sandwiches,4.0,Pacific Beach,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,No,No,Yes
7863,Lucha Libre Gourmet Taco Shop,1810 W Washington St,San Diego,CA,92110,(619) 296-8226,tacosmackdown.com,$,Mexican,4.0,Middletown; Mission Hills,Yes,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7864,Tuk Tuk Thai Restaurant,5405 Redwood St,San Diego,CA,92105,(619) 677-3091,tuktukthaisandiego.com,$$,Thai,4.0,Rolando,Yes,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,Free,Yes,Yes
7865,Las Panchitas Fresh Mexican Grill,3542 Ashford St,San Diego,CA,92111,(858) 874-6710,,$,Mexican,4.5,Clairemont,No,No,Yes,Yes,,,Casual,Divey,No,Yes,No,No,Yes
7866,Country Waffles,2323 Midway Dr,San Diego,CA,92110,(619) 223-2225,countrywaffles.com,$,Breakfast & Brunch,3.5,Loma Portal,No,No,Yes,Yes,Breakfast,Private Lot,Casual,Casual,No,No,No,Yes,No
7867,The Original Sab-E-Lee,6925 Linda Vista Rd Ste B,San Diego,CA,92111,(858) 650-6868,originalsab-e-lee.webs.com,$,Thai,4.0,Linda Vista,No,No,Yes,No,Dessert,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,No
7868,Queenstown Public House,1557 Columbia St,San Diego,CA,92101,(619) 546-0444,queenstownpublichouse.com,$$,American (New),4.0,Little Italy,No,No,Yes,Yes,Lunch,Street,Casual,Trendy,Beer & Wine Only,Yes,Free,Yes,No
7869,Casa Machado,3750 John J Montgomery Dr,San Diego,CA,92123,(858) 292-4716,casamachadomex.com,$$,Mexican,3.5,Kearny Mesa,Yes,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Full Bar,No,Free,Yes,Yes
7870,Wow Wow Waffle,3519 30th St,San Diego,CA,92104,(619) 458-9211,wafflestreets.com,$,Food Stands;Breakfast & Brunch,4.5,North Park,No,No,Yes,Yes,Brunch,Street,Casual,Hipster,No,Yes,Free,No,Yes
7871,Mamma MIA Restaurante,1932 Balboa Ave,San Diego,CA,92109,(858) 272-2702,mammamiaitalianrestaurant.com,$$,Italian,3.5,Pacific Beach,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
7872,Kula Revolving Sushi Bar,4609 Convoy St Ste F,San Diego,CA,92111,(858) 715-4605,kulausa.com,$$,Japanese;Sushi Bars,4.0,Kearny Mesa,No,No,No,Yes,Lunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7873,Izakaya Pacific Beach,4516 Mission Blvd Ste E,San Diego,CA,92109,(858) 274-4272,izakayapb.com,$$,Tapas/Small Plates;Ramen,4.0,Pacific Beach,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,No
7874,McGregor’s Grill & Ale House,10475 San Diego Mission Rd,San Diego,CA,92108,(619) 282-9797,mcgregors.signonsandiego.com,$$,Sports Bars;American (Traditional),3.5,,No,No,Yes,Yes,Late Night,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
7875,Barrio Star,2706 5th Ave,San Diego,CA,92103,(619) 501-7827,barriostar.com,$$,Mexican,3.5,Banker's Hill,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
7876,Mad Munch Grilled Cheezer Co,,San Diego,CA,92107,(619) 540-2574,,$,Food Stands;American (Traditional);Sandwiches,5.0,Point Loma; Ocean Beach,No,No,Yes,No,,Street,Casual,,No,Yes,No,No,Yes
7877,Bub’s at the Ballpark,715 J St,San Diego,CA,92101,(619) 546-0815,bubssandiego.com,$$,Sports Bars;Burgers;Chicken Wings,4.0,East Village,No,No,Yes,Yes,Brunch; Late Night,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
7878,Wings-N-Things,6715 El Cajon Blvd,San Diego,CA,92115,(619) 462-9464,wingsnthings.com,$,Chicken Wings,4.0,,No,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,No,Yes
7879,Abbey’s Real Bar-B-Q,9353 Clairemont Mesa Blvd,San Diego,CA,92123,(858) 279-7427,,$$,Barbeque,3.5,Kearny Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
7880,RK Sushi,334 W Washington St,San Diego,CA,92103,(619) 574-6630,,$$,Sushi Bars;Japanese,3.5,Hillcrest,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7881,Red House Pizza,4615 Park Blvd,San Diego,CA,92116,(619) 546-7430,redhousepizzasd.com,$$,Pizza;Wine Bars;Gluten-Free,4.5,University Heights,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
7882,Alaskan Seafood Connection,3355 Adams Ave,San Diego,CA,92116,(619) 281-3089,,$,Seafood,4.0,Normal Heights,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,Yes,No,No,No
7883,Algo Bien! Tortas y Botanas,2006 Ocean View Blvd. 92113,San Diego,CA,92113,,,$,Mexican;Ethnic Food,5.0,Logan Heights,Yes,No,Yes,No,,,Casual,,,No,,,
7884,Sister Pee Wee’s Soul Food,2971 Imperial Ave,San Diego,CA,92102,(619) 253-6455,sispewesoulfood.com,$,Soul Food,4.5,Grant Hill,Yes,No,Yes,No,Lunch,Street,Casual,Casual,No,No,No,Yes,Yes
7885,Michos,The Stage Bar 762 Fifth Ave,San Diego,CA,92101,(619) 922-4771,atomicgaslamp.com,$,Mexican,4.5,Gaslamp,No,No,Yes,Yes,Lunch,Valet; Garage; Street; Private Lot; Validated,Casual,Casual,Full Bar,Yes,No,No,Yes
7886,Chris’ Ono Grinds Island Grill,4651 Mission Gorge Pl Ste B,San Diego,CA,92120,(619) 794-2060,onogrindscafe.com,$$,Hawaiian,4.0,Grantville,Yes,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
7887,Salud,2196 Logan Ave,San Diego,CA,92113,(619) 255-3856,saludsd.com,$,Mexican,4.5,Barrio Logan,No,No,Yes,Yes,Brunch,Street,Casual,Divey,Beer & Wine Only,Yes,No,No,Yes
7888,Junk House Gastro-Pub,5351 Adobe Falls Rd,San Diego,CA,92120,(619) 269-9363,junkhousesd.com,$$,Sports Bars;Gastropubs,3.5,,Yes,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
7889,Leilani’s Cafe,5109 Cass St,San Diego,CA,92109,(858) 361-1280,leilaniscafe.com,$,Breakfast & Brunch;Hawaiian,4.0,Pacific Beach,No,No,Yes,Yes,Brunch,Street,Casual,Casual,No,Yes,No,No,Yes
7890,Island Deli,955 Harbor Island Dr Ste 200,San Diego,CA,92101,(619) 293-0826,,$,Delis;Salad,4.5,,No,No,Yes,Yes,Brunch,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,No
7891,The Regal Beagle,3659 India St,San Diego,CA,92103,(619) 297-2337,regalbeaglesd.com,$$,Pubs;American (New),4.5,Middletown; Mission Hills,No,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,Free,No,No
7892,Hodad’s,5010 Newport Ave,San Diego,CA,92107,(619) 224-4623,hodadies.com,$,Burgers,4.0,Point Loma; Ocean Beach,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7893,Chop Shop Teriyaki,3852 Mission Blvd,San Diego,CA,92109,(858) 230-6522,chopshopteriyaki.com,$,American (New);Asian Fusion,4.0,,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,Free,Yes,Yes
7894,Taco Express,1330 State St,San Diego,CA,92101,(619) 235-0311,tacoexpressmexicanfood.com,$,Mexican,4.0,Little Italy,No,No,Yes,No,Lunch,Street,Casual,Divey,No,Yes,No,No,Yes
7895,Caffe Bella Italia,1525 Garnet Ave,San Diego,CA,92109,(858) 273-1224,caffebellaitalia.com,$$,Italian,4.0,Pacific Beach,Yes,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Romantic,Beer & Wine Only,Yes,Free,Yes,Yes
7896,Kim’s Deli,8515 Arjons Dr,San Diego,CA,92126,(858) 566-0370,,$,Delis;Sandwiches,4.5,,No,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,No,Yes,No,No,Yes
7897,Lazy Hummingbird,4876 Santa Monica Ave,San Diego,CA,92107,(619) 200-5016,lazyhummingbird.com,$,Coffee & Tea;Breakfast & Brunch;Bagels,4.5,Point Loma; Ocean Beach,No,Yes,Yes,Yes,Breakfast,Street,Casual,Hipster,No,Yes,Free,No,Yes
7898,Full Moon Sushi & Kitchen Bar,926 5th Ave,San Diego,CA,92101,(619) 233-3711,fullmoonsd.com,$$,Asian Fusion;Sushi Bars,4.5,Gaslamp,Yes,No,Yes,Yes,Dinner,Valet; Street,Casual,Trendy,Beer & Wine Only,Yes,Free,Yes,Yes
7899,Wich Addiction,6625 Flanders Dr Ste B,San Diego,CA,92121,(858) 412-3735,wichaddiction.com,$$,Sandwiches;Breakfast & Brunch;Salad,4.0,Sorrento Valley,No,Yes,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,Yes,No,Yes,Yes
7900,Tako Factory,7287 El Cajon Blvd,San Diego,CA,92115,(619) 741-4502,takofactory.com,$,Mexican;Fast Food,4.5,La Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,Yes
7901,Hector’s Mexican & Seafood,1224 Rosecrans St,San Diego,CA,92106,(619) 221-9138,,$,Mexican,4.0,Point Loma; Roseville; Fleetridge,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,No,No
7902,Lestat’s on Park,4496 Park Blvd,San Diego,CA,92116,(619) 501-6638,lestats.com,$,Coffee & Tea;Soup;Sandwiches,4.0,University Heights,No,No,Yes,Yes,Breakfast; Late Night,Street,Casual,Hipster,No,Yes,Free,No,No
7903,Surfrider Pizza Cafe,2163 Abbott St,San Diego,CA,92107,(619) 226-7492,surfriderpizzacafe.com,$,Pizza;Italian;Cafes,4.5,Ocean Beach,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
7904,Joe’s Wings N Fries,4676 Market St,San Diego,CA,92102,(619) 527-0608,joeswingssd.com,$,Chicken Wings;Pizza,4.5,Chollas View,No,No,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,No,No,No,No
7905,The Bullpen Bar & Grill,8199 Clairemont Mesa Blvd,San Diego,CA,92111,(858) 503-6786,bullpenbar.com,$$,Sports Bars;American (Traditional),4.0,Kearny Mesa,No,No,Yes,Yes,Late Night,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
7906,RB Sushi,5943 El Cajon Blvd,San Diego,CA,92115,(619) 265-9400,rbsushi.com,$$,Sushi Bars;Japanese,4.0,Rolando,No,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7907,Riki Sushi,3930 30th St,San Diego,CA,92104,(619) 291-1188,,$$,Sushi Bars;Japanese,4.0,North Park,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
7908,Qiwei Kitchen,8058 Clairemont Mesa Blvd,San Diego,CA,92111,(858) 279-0088,qiweikitchen.com,$$,Szechuan,4.0,Kearny Mesa,No,No,Yes,Yes,Lunch,Private Lot,Casual,Divey,No,No,No,Yes,No
7909,FuAn Garden,4768 Convoy St,San Diego,CA,92111,(858) 650-6999,fuangarden.com,$$,Szechuan;Asian Fusion,4.0,Kearny Mesa,Yes,No,Yes,Yes,Lunch,Street; Private Lot,Casual,Casual,Beer & Wine Only,No,,Yes,Yes
7910,The Duck Dive,4650 Mission Blvd,San Diego,CA,92109,(858) 273-3825,theduckdive.com,$$,Sports Bars;Dive Bars;American (New),4.0,Pacific Beach,No,No,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
7911,T Deli,1469 University Ave,San Diego,CA,92103,(619) 682-4069,tdeli-sd.com,$,Delis;Salad;Sandwiches,4.5,Hillcrest,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Full Bar,Yes,Free,No,Yes
7912,Pomodoro Ristorante Italiano,2833 Avenida de Portugal,San Diego,CA,92106,(619) 523-1301,pomodorosd.com,$$,Italian,4.5,Point Loma; Fleetridge,Yes,No,Yes,Yes,Dinner,Street,Casual,Romantic,Beer & Wine Only,Yes,No,Yes,No
7913,Davanti Enoteca,1655 India St,San Diego,CA,92101,(619) 237-9606,davantienoteca.com,$$,Italian,4.0,Little Italy,Yes,No,Yes,Yes,Brunch; Dinner,Street,Casual,Trendy,Full Bar,Yes,No,Yes,No
7914,Harney Sushi,3964 Harney St,San Diego,CA,92110,(619) 295-3272,harneysushi.com,$$,Japanese;Sushi Bars,4.0,Old Town,Yes,No,Yes,Yes,Dinner,Street; Private Lot,Casual,Trendy,Beer & Wine Only,Yes,Free,Yes,No
7915,Richard Walker’s Pancake House,520 Front St,San Diego,CA,92101,(619) 231-7777,richardwalkers.com,$$,Breakfast & Brunch,4.0,Downtown,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,No,Yes,Free,Yes,No
7916,King’s Fish House,825 Camino De La Reina,San Diego,CA,92108,(619) 574-1230,kingsfishhouse.com,$$,Seafood,3.5,Mission Valley,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Casual,Full Bar,Yes,Free,Yes,No
7917,Rust General Store,2720 Calhoun St,San Diego,CA,92110,(619) 295-7878,rustgeneral.com,$$,Coffee & Tea;American (New),4.5,Old Town,No,No,Yes,Yes,Brunch,Street; Private Lot,Casual,Touristy,No,Yes,No,Yes,Yes
7918,The Orient Thai Cafe,1315 Garnet Ave,San Diego,CA,92109,(858) 270-8424,theorientthaicafe.com,$$,Thai,4.5,Pacific Beach,Yes,Yes,Yes,Yes,Lunch; Dessert,Street; Private Lot,Casual,Casual,No,Yes,No,Yes,No
7919,Corvette Diner,2965 Historic Decatur Rd,San Diego,CA,92106,(619) 542-1476,cohnrestaurants.com,$$,Diners,3.5,Point Loma; Liberty Station; Loma Portal,No,No,Yes,Yes,Dinner,Private Lot,Casual,Touristy,Full Bar,No,Free,Yes,Yes
7920,Le Parfait Paris,555 G St,San Diego,CA,92101,(619) 245-4457,leparfaitparis.com,$$,Desserts;Cafes;Breakfast & Brunch,4.5,Gaslamp,No,No,Yes,Yes,Brunch,Street,Casual,Touristy,Beer & Wine Only,Yes,Free,No,Yes
7921,Bali Hai Restaurant,2230 Shelter Island Dr,San Diego,CA,92106,(619) 222-1181,balihairestaurant.com,$$,Hawaiian;Seafood;Asian Fusion,3.5,Point Loma,Yes,No,Yes,Yes,Dinner,Private Lot,Casual,Romantic,Full Bar,Yes,No,Yes,Yes
