ID,title,year,director,writer,actor
002688, Dinner for Schmucks, 2010, Jay Roach, David Guion; Michael Handelman, Steve Carell; Paul Rudd; Stephanie Szostak
002689, The Cannonball Run, 1981, Hal Needham, Brock Yates, Burt Reynolds; Roger Moore; Farrah Fawcett
002690, Logan's Run, 1976, Michael Anderson, David Zelag Goodman; William F. Nolan, Michael York; Jenny Agutter; Richard Jordan
002691, On the Waterfront, 1954, Elia Kazan, Budd Schulberg; Budd Schulberg, Marlon Brando; Karl Malden; Lee J. Cobb
002692, Enough Said, 2013, Nicole Holofcener, Nicole Holofcener, Julia Louis-Dreyfus; James Gandolfini; Catherine Keener
002693, The Watch(I), 2012, Akiva Schaffer, Jared Stern; Seth Rogen, Ben Stiller; Vince Vaughn; Jonah Hill
002694, Dead Man Walking, 1995, Tim Robbins, Helen Prejean; Tim Robbins, Susan Sarandon; Sean Penn; Robert Prosky
002695, Frequencies, 2013, Darren Paul Fisher, Darren Paul Fisher, Daniel Fraser; Eleanor Wyld; Owen Pugh
002696, The House of the Devil, 2009, Ti West, Ti West, Jocelin Donahue; Tom Noonan; Mary Woronov
002697, Turist, 2014, Ruben Östlund, Ruben Östlund, Johannes Kuhnke; Lisa Loven Kongsli; Clara Wettergren
002698, The Last House on the Left, 1972, Wes Craven, Wes Craven, Sandra Peabody; Lucy Grantham; David Hess
002699, Colombiana, 2011, Olivier Megaton, Luc Besson; Robert Mark Kamen, Zoe Saldana; Michael Vartan; Callum Blue
002700, Paycheck, 2003, John Woo, Philip K. Dick; Dean Georgaris, Ben Affleck; Aaron Eckhart; Uma Thurman
002701, The Man in the Iron Mask(I), 1998, Randall Wallace, Alexandre Dumas père; Randall Wallace, Leonardo DiCaprio; Jeremy Irons; John Malkovich
002702, Marley &amp; Me, 2008, David Frankel, Scott Frank; Don Roos, Owen Wilson; Jennifer Aniston; Eric Dane
002703, Dorian Gray, 2009, Oliver Parker, Toby Finlay; Oscar Wilde, Ben Barnes; Colin Firth; Rebecca Hall
002704, The Human Centipede II (Full Sequence), 2011, Tom Six, Tom Six, Ashlynn Yennie; Maddi Black; Laurence R. Harvey
002705, The Quiet Ones, 2014, John Pogue, Craig Rosenberg; Oren Moverman, Jared Harris; Sam Claflin; Olivia Cooke
002706, The Purge 3, 2016, James DeMonaco, James DeMonaco, Elizabeth Mitchell; Frank Grillo; Mykelti Williamson
002707, Enigma, 2001, Michael Apted, Robert Harris; Tom Stoppard, Dougray Scott; Kate Winslet; Saffron Burrows
002708, The Lake House, 2006, Alejandro Agresti, David Auburn; Eun-Jeong Kim, Keanu Reeves; Sandra Bullock; Christopher Plummer
002709, Thunderball, 1965, Terence Young, Richard Maibaum; John Hopkins, Sean Connery; Claudine Auger; Adolfo Celi
002710, Australia, 2008, Baz Luhrmann, Stuart Beattie; Baz Luhrmann, Nicole Kidman; Hugh Jackman; Shea Adams
002711, Ponyo, 2008, Hayao Miyazaki, Hayao Miyazaki, Cate Blanchett; Matt Damon; Liam Neeson
002712, The Birdcage, 1996, Mike Nichols, Jean Poiret; Francis Veber, Robin Williams; Nathan Lane; Gene Hackman
002713, Eagle Eye, 2008, D.J. Caruso, John Glenn; Travis Wright, Shia LaBeouf; Michelle Monaghan; Rosario Dawson
002714, Romance, 1999, Catherine Breillat, Catherine Breillat, Caroline Ducey; Sagamore Stévenin; François Berléand
002715, My Bloody Valentine, 2009, Patrick Lussier, Todd Farmer; Zane Smith, Jensen Ackles; Jaime King; Kerr Smith
002716, The Children, 2008, Tom Shankland, Paul Andrew Williams; Tom Shankland, Eva Birthistle; Stephen Campbell Moore; Jeremy Sheffield
002717, Bloodsport, 1988, Newt Arnold, Sheldon Lettich; Sheldon Lettich, Jean-Claude Van Damme; Donald Gibb; Leah Ayres
002718, Roman Holiday, 1953, William Wyler, Ian McLellan Hunter; John Dighton, Gregory Peck; Audrey Hepburn; Eddie Albert
002719, Father of the Bride, 1991, Charles Shyer, Frances Goodrich; Albert Hackett, Steve Martin; Diane Keaton; Martin Short
002720, Stranger Than Fiction, 2006, Marc Forster, Zach Helm, Will Ferrell; Emma Thompson; Dustin Hoffman
002721, Killer Elite, 2011, Gary McKendry, Matt Sherring; Ranulph Fiennes, Jason Statham; Clive Owen; Robert De Niro
002722, Adult World, 2013, Scott Coffey, Andy Cochran, Emma Roberts; Evan Peters; John Cusack
002723, The Green Hornet, 2011, Michel Gondry, Seth Rogen; Evan Goldberg, Seth Rogen; Jay Chou; Christoph Waltz
002725, G.I. Jane, 1997, Ridley Scott, Danielle Alexandra; David Twohy, Demi Moore; Viggo Mortensen; Anne Bancroft
002726, Mission: Impossible 6, , , , Tom Cruise
002727, RV, 2006, Barry Sonnenfeld, Geoff Rodkey, Robin Williams; Cheryl Hines; Kristin Chenoweth
002728, The Great Dictator, 1940, Charles Chaplin, Charles Chaplin, Charles Chaplin; Paulette Goddard; Jack Oakie
002729, Hodejegerne, 2011, Morten Tyldum, Ulf Ryberg; Lars Gudmestad, Aksel Hennie; Synnøve Macody Lund; Nikolaj Coster-Waldau
002730, Exam, 2009, Stuart Hazeldine, Stuart Hazeldine; Simon Garrity, Adar Beck; Gemma Chan; Nathalie Cox
002731, Haywire, 2011, Steven Soderbergh, Lem Dobbs, Gina Carano; Ewan McGregor; Michael Fassbender
002732, Starship: Apocalypse, 2014, Neil Johnson, Neil Johnson, Darren Jacobs; Emii; Brooke Lewis
002733, Grease 2, 1982, Patricia Birch, Ken Finkleman, Michelle Pfeiffer; Maxwell Caulfield; Lorna Luft
002734, Mia madre, 2015, Nanni Moretti, Nanni Moretti; Valia Santella, Margherita Buy; John Turturro; Giulia Lazzarini
002735, Ordinary People, 1980, Robert Redford, Judith Guest; Alvin Sargent, Donald Sutherland; Mary Tyler Moore; Judd Hirsch
002736, W.(I), 2008, Oliver Stone, Stanley Weiser, Josh Brolin; Elizabeth Banks; Ioan Gruffudd
002737, The Nice Guys, 2016, Shane Black, Anthony Bagarozzi; Shane Black, Matt Bomer; Ryan Gosling; Russell Crowe
002738, Agora, 2009, Alejandro Amenábar, Alejandro Amenábar; Mateo Gil, Rachel Weisz; Max Minghella; Oscar Isaac
002739, Submarine, 2010, Richard Ayoade, Richard Ayoade; Joe Dunthorne, Craig Roberts; Sally Hawkins; Paddy Considine
002740, Drinking Buddies, 2013, Joe Swanberg, Joe Swanberg, Olivia Wilde; Jake Johnson; Anna Kendrick
002741, The Atticus Institute, 2015, Chris Sparling, Chris Sparling, Rya Kihlstedt; William Mapother; Sharon Maughan
002742, Frequency, 2000, Gregory Hoblit, Toby Emmerich, Dennis Quaid; Jim Caviezel; Shawn Doyle
002743, The Beast, 1975, Walerian Borowczyk, Walerian Borowczyk, Sirpa Lane; Lisbeth Hummel; Elisabeth Kaza
002744, Kill Bill: Vol. 3, , , Quentin Tarantino; Uma Thurman, Uma Thurman
002745, Benny &amp; Joon, 1993, Jeremiah S. Chechik, Barry Berman; Lesley McNeil, Johnny Depp; Mary Stuart Masterson; Aidan Quinn
002746, The Princess Diaries 2: Royal Engagement, 2004, Garry Marshall, Meg Cabot; Gina Wendkos, Anne Hathaway; Callum Blue; Julie Andrews
002747, The Thirteenth Floor, 1999, Josef Rusnak, Daniel F. Galouye; Josef Rusnak, Craig Bierko; Gretchen Mol; Armin Mueller-Stahl
002748, Breathe In, 2013, Drake Doremus, Drake Doremus; Ben York Jones, Felicity Jones; Guy Pearce; Mackenzie Davis
002749, Loaded Weapon 1, 1993, Gene Quintano, Don Holley; Tori Tellem, Emilio Estevez; Samuel L. Jackson; Jon Lovitz
002750, Cashback, 2006, Sean Ellis, Sean Ellis, Sean Biggerstaff; Emilia Fox; Michelle Ryan
002751, Premonition(I), 2007, Mennan Yapo, Bill Kelly, Sandra Bullock; Julian McMahon; Amber Valletta
002752, My Week with Marilyn, 2011, Simon Curtis, Adrian Hodges; Colin Clark, Michelle Williams; Eddie Redmayne; Kenneth Branagh
002753, 1941, 1979, Steven Spielberg, Robert Zemeckis; Bob Gale, John Belushi; Dan Aykroyd; Treat Williams
002754, The Connection, 2014, Cédric Jimenez, Audrey Diwan; Cédric Jimenez, Jean Dujardin; Gilles Lellouche; Céline Sallette
002755, Battlefield Earth, 2000, Roger Christian, Corey Mandell; J.D. Shapiro, John Travolta; Forest Whitaker; Barry Pepper
002756, Solaris, 1972, Andrei Tarkovsky, Stanislaw Lem; Fridrikh Gorenshteyn, Natalya Bondarchuk; Donatas Banionis; Jüri Järvet
002757, In Secret, 2013, Charlie Stratton, Neal Bell; Charlie Stratton, Elizabeth Olsen; Tom Felton; Jessica Lange
002758, Easy Rider, 1969, Dennis Hopper, Peter Fonda; Dennis Hopper, Peter Fonda; Dennis Hopper; Jack Nicholson
002759, Kids vs Monsters, 2015, Sultan Saeed Al Darmaki, Sarah Daly, Francesca Eastwood; Malcolm McDowell; Keith David
002760, Moonstruck, 1987, Norman Jewison, John Patrick Shanley, Cher; Nicolas Cage; Olympia Dukakis
002761, Failure to Launch, 2006, Tom Dey, Tom J. Astle; Matt Ember, Matthew McConaughey; Sarah Jessica Parker; Kathy Bates
002762, The Girl Next Door, 2007, Gregory Wilson, Daniel Farrands; Philip Nutman, William Atherton; Blythe Auffarth; Blanche Baker
002763, The Big Wedding, 2013, Justin Zackham, Justin Zackham; Jean-Stéphane Bron, Robert De Niro; Diane Keaton; Katherine Heigl
002764, Untitled M. Night Shyamalan Project, , M. Night Shyamalan, M. Night Shyamalan, James McAvoy
002765, Dirty Harry, 1971, Don Siegel, Harry Julian Fink; Rita M. Fink, Clint Eastwood; Andrew Robinson; Harry Guardino
002766, The Losers(I), 2010, Sylvain White, Peter Berg; James Vanderbilt, Idris Elba; Zoe Saldana; Jeffrey Dean Morgan
002767, Saw VI, 2009, Kevin Greutert, Patrick Melton; Marcus Dunstan, Tobin Bell; Costas Mandylor; Mark Rolston
002768, Miller's Crossing, 1990, Joel Coen; Ethan Coen, Joel Coen; Ethan Coen, Gabriel Byrne; Albert Finney; John Turturro
002769, The Game Plan, 2007, Andy Fickman, Nichole Millard; Kathryn Price, Dwayne Johnson; Kyra Sedgwick; Madison Pettis
002770, Love Story, 1970, Arthur Hiller, Erich Segal, Ali MacGraw; Ryan O'Neal; John Marley
002771, Act of Valor, 2012, Mike McCoy; Scott Waugh, Kurt Johnstad, Alex Veadov; Roselyn Sanchez; Nestor Serrano
002772, Basic Instinct 2, 2006, Michael Caton-Jones, Leora Barish; Henry Bean, Sharon Stone; David Morrissey; David Thewlis
002773, Half Baked, 1998, Tamra Davis, Dave Chappelle; Neal Brennan, Dave Chappelle; Guillermo Díaz; Jim Breuer
002774, Step Up 3D, 2010, Jon M. Chu, Amy Andelson; Emily Meyer, Sharni Vinson; Rick Malambri; Adam G. Sevani
002775, Boy Meets Girl(I), 2014, Eric Schaeffer, Eric Schaeffer, Michelle Hendley; Alexandra Turshen; Eric Schaeffer
002776, Drive Me Crazy, 1999, John Schultz, Todd Strasser; Rob Thomas, Melissa Joan Hart; Adrian Grenier; Stephen Collins
002777, Take Me Home Tonight, 2011, Michael Dowse, Jackie Filgo; Jeff Filgo, Topher Grace; Anna Faris; Dan Fogler
002778, Nocturnal Animals, 2016, Tom Ford, Tom Ford; Austin Wright, Jake Gyllenhaal; Aaron Taylor-Johnson; Amy Adams
002779, Ironclad, 2011, Jonathan English, Jonathan English; Erick Kastel, Paul Giamatti; Jason Flemyng; Brian Cox
002780, Steel Magnolias, 1989, Herbert Ross, Robert Harling; Robert Harling, Shirley MacLaine; Olympia Dukakis; Sally Field
002781, The Chronicles of Narnia: The Silver Chair, 2016, , C.S. Lewis; David Magee, 
002782, Mystery Men, 1999, Kinka Usher, Neil Cuthbert; Bob Burden, Ben Stiller; Janeane Garofalo; William H. Macy
002783, La famille Bélier, 2014, Eric Lartigau, Victoria Bedos; Thomas Bidegain, Karin Viard; François Damiens; Eric Elmosnino
002784, A Haunted House, 2013, Michael Tiddes, Marlon Wayans; Rick Alvarez, Marlon Wayans; Essence Atkins; Marlene Forte
002785, Dark Awakening, 2014, Dean Jones; Dean Jones, Josh Edwards; Josh Edwards, Lance Henriksen; Jason Cook; Valerie Azlynn
002786, Faster, 2010, George Tillman Jr., Tony Gayton; Joe Gayton, Dwayne Johnson; Billy Bob Thornton; Maggie Grace
002787, The Kite Runner, 2007, Marc Forster, David Benioff; Khaled Hosseini, Khalid Abdalla; Ahmad Khan Mahmoodzada; Atossa Leoni
002788, Disclosure, 1994, Barry Levinson, Michael Crichton; Paul Attanasio, Michael Douglas; Demi Moore; Donald Sutherland
002789, Small Soldiers, 1998, Joe Dante, Gavin Scott; Adam Rifkin, Kirsten Dunst; Gregory Smith; David Cross
002790, Ultimo tango a Parigi, 1972, Bernardo Bertolucci, Bernardo Bertolucci; Bernardo Bertolucci, Marlon Brando; Maria Schneider; Maria Michi
002791, The Dead Zone, 1983, David Cronenberg, Jeffrey Boam; Stephen King, Christopher Walken; Brooke Adams; Tom Skerritt
002792, Contraband, 2012, Baltasar Kormákur, Aaron Guzikowski; Arnaldur Indriðason, Mark Wahlberg; Giovanni Ribisi; Kate Beckinsale
002793, My Little Pony: Equestria Girls - Friendship Games, 2015, Ishi Rudell; Jayson Thiessen, Josh Haber, Tara Strong; Rebecca Shoichet; Ashleigh Ball
002794, Un gallo con muchos huevos, 2015, Gabriel Riva Palacio Alatriste; Rodolfo Riva-Palacio Alatriste, Gabriel Riva Palacio Alatriste; Rodolfo Riva-Palacio Alatriste, Bruno Bichir; Carlos Espejel; Angélica Vale
002795, Daybreakers, 2009, Michael Spierig; Peter Spierig, Michael Spierig; Peter Spierig, Ethan Hawke; Willem Dafoe; Sam Neill
002796, The Divergent Series: Ascendant, 2017, Robert Schwentke, Veronica Roth, Shailene Woodley; Naomi Watts; Zoë Kravitz
002797, The Sum of All Fears, 2002, Phil Alden Robinson, Tom Clancy; Paul Attanasio, Ben Affleck; Morgan Freeman; Ian Mongrain
002798, La belle et la bête, 2014, Christophe Gans, Sandra Vo-Anh; Christophe Gans, Vincent Cassel; Léa Seydoux; André Dussollier
002799, Pi, 1998, Darren Aronofsky, Darren Aronofsky; Darren Aronofsky, Sean Gullette; Mark Margolis; Ben Shenkman
002800, The Disappearance of Eleanor Rigby: Them, 2014, Ned Benson, Ned Benson, James McAvoy; Jessica Chastain; Viola Davis
002801, Scary Movie 4, 2006, David Zucker, Craig Mazin; Jim Abrahams, Anna Faris; Regina Hall; Craig Bierko
002802, The Three Musketeers, 1993, Stephen Herek, Alexandre Dumas père; David Loughery, Charlie Sheen; Kiefer Sutherland; Chris O'Donnell
002803, Doomsday, 2008, Neil Marshall, Neil Marshall, Rhona Mitra; Bob Hoskins; Alexander Siddig
002804, Spy Kids 3-D: Game Over, 2003, Robert Rodriguez, Robert Rodriguez, Daryl Sabara; Alexa PenaVega; Antonio Banderas
002805, Once, 2006, John Carney, John Carney, Glen Hansard; Markéta Irglová; Hugh Walsh
002806, Green Zone, 2010, Paul Greengrass, Brian Helgeland; Rajiv Chandrasekaran, Matt Damon; Jason Isaacs; Greg Kinnear
002807, 7 Minutes(II), 2014, Jay Martin, Jay Martin, Luke Mitchell; Leven Rambin; Jason Ritter
002808, Drive Angry, 2011, Patrick Lussier, Todd Farmer; Patrick Lussier, Nicolas Cage; Amber Heard; William Fichtner
002809, Teen Beach Movie, 2013, Jeffrey Hornaday, Vince Marcello; Mark Landry, Ross Lynch; Maia Mitchell; Grace Phipps
002810, The Reef, 2010, Andrew Traucki, Andrew Traucki; James M. Vernon, Damian Walshe-Howling; Gyton Grantley; Adrienne Pickering
002811, Cleopatra, 1963, Joseph L. Mankiewicz; Rouben Mamoulian, Joseph L. Mankiewicz; Ranald MacDougall, Elizabeth Taylor; Richard Burton; Rex Harrison
002812, Aliens vs. Predator: Requiem, 2007, Colin Strause; Greg Strause, Shane Salerno; Dan O'Bannon, Reiko Aylesworth; Steven Pasquale; Shareeka Epps
002813, A Room with a View, 1985, James Ivory, E.M. Forster; Ruth Prawer Jhabvala, Maggie Smith; Helena Bonham Carter; Denholm Elliott
002814, The Ten Commandments, 1956, Cecil B. DeMille, Dorothy Clarke Wilson; J.H. Ingraham, Charlton Heston; Yul Brynner; Anne Baxter
002815, Casanova, 2005, Lasse Hallström, Jeffrey Hatcher; Kimberly Simi, Heath Ledger; Sienna Miller; Jeremy Irons
002816, Bee Movie, 2007, Steve Hickner; Simon J. Smith, Jerry Seinfeld; Spike Feresten, Jerry Seinfeld; Renée Zellweger; Matthew Broderick
002817, The Cider House Rules, 1999, Lasse Hallström, John Irving; John Irving, Tobey Maguire; Charlize Theron; Michael Caine
002818, Une nouvelle amie, 2014, François Ozon, François Ozon; Ruth Rendell, Romain Duris; Anaïs Demoustier; Raphaël Personnaz
002819, Staying Alive, 1983, Sylvester Stallone, Nik Cohn; Sylvester Stallone, John Travolta; Cynthia Rhodes; Finola Hughes
002820, Revolver, 2005, Guy Ritchie, Luc Besson; Guy Ritchie, Jason Statham; Ray Liotta; Vincent Pastore
002821, Days of Heaven, 1978, Terrence Malick, Terrence Malick, Richard Gere; Brooke Adams; Sam Shepard
002822, Election, 1999, Alexander Payne, Tom Perrotta; Alexander Payne, Matthew Broderick; Reese Witherspoon; Chris Klein
002823, La Haine, 1995, Mathieu Kassovitz, Mathieu Kassovitz, Vincent Cassel; Hubert Koundé; Saïd Taghmaoui
002824, The Neon Demon, 2016, Nicolas Winding Refn, Mary Laws; Nicolas Winding Refn, Keanu Reeves; Christina Hendricks; Jena Malone
002825, Much Ado About Nothing(I), 2012, Joss Whedon, Joss Whedon; William Shakespeare, Alexis Denisof; Amy Acker; Fran Kranz
002826, In the Name of the Father, 1993, Jim Sheridan, Gerry Conlon; Terry George, Daniel Day-Lewis; Pete Postlethwaite; Alison Crosbie
002827, Teen Wolf, 1985, Rod Daniel, Jeph Loeb; Matthew Weisman, Michael J. Fox; James Hampton; Susan Ursitti
002828, Elizabeth, 1998, Shekhar Kapur, Michael Hirst, Cate Blanchett; Geoffrey Rush; Christopher Eccleston
002829, Story of Your Life, 2016, Denis Villeneuve, Ted Chiang; Eric Heisserer, Amy Adams; Jeremy Renner; Forest Whitaker
002830, The Piano Teacher, 2001, Michael Haneke, Michael Haneke; Elfriede Jelinek, Isabelle Huppert; Annie Girardot; Benoît Magimel
002831, Journey 3: From the Earth to the Moon, 2016, Brad Peyton, Brian Gunn; Mark Gunn, Dwayne Johnson; Josh Hutcherson; Anna Colwell
002832, Gia, 1998, Michael Cristofer, Jay McInerney; Michael Cristofer, Angelina Jolie; Faye Dunaway; Elizabeth Mitchell
002833, Joe Dirt, 2001, Dennie Gordon, David Spade; Fred Wolf, David Spade; Brittany Daniel; Dennis Miller
002834, Indiana Jones 5, , Steven Spielberg, Philip Kaufman; George Lucas, Harrison Ford
002835, The Outlaw Josey Wales, 1976, Clint Eastwood, Forrest Carter; Philip Kaufman, Clint Eastwood; Sondra Locke; Chief Dan George
002836, Captain Marvel, 2019, , Gene Colan; Meg LeFauve, 
002837, Reasonable Doubt, 2014, Peter Howitt, Peter A. Dowling, Dominic Cooper; Samuel L. Jackson; Gloria Reuben
002838, Dirty Grandpa, 2016, Dan Mazer, John Phillips, Robert De Niro; Zac Efron; Julianne Hough
002839, South Park: Bigger Longer &amp; Uncut, 1999, Trey Parker, Trey Parker; Matt Stone, Trey Parker; Matt Stone; Mary Kay Bergman
002840, Bonnie and Clyde, 1967, Arthur Penn, David Newman; Robert Benton, Warren Beatty; Faye Dunaway; Michael J. Pollard
002841, Rookie of the Year, 1993, Daniel Stern, Sam Harper, Thomas Ian Nicholas; Gary Busey; Albert Hall
002842, Rock Star, 2001, Stephen Herek, John Stockwell, Mark Wahlberg; Jennifer Aniston; Dominic West
002843, Ghost Ship, 2002, Steve Beck, Mark Hanlon; Mark Hanlon, Julianna Margulies; Gabriel Byrne; Ron Eldard
002844, Lars and the Real Girl, 2007, Craig Gillespie, Nancy Oliver, Ryan Gosling; Emily Mortimer; Paul Schneider
002845, Little Women, 1994, Gillian Armstrong, Louisa May Alcott; Robin Swicord, Susan Sarandon; Winona Ryder; Kirsten Dunst
002846, The Skeleton Key, 2005, Iain Softley, Ehren Kruger, Kate Hudson; Peter Sarsgaard; Joy Bryant
002847, Just Let Go, 2015, Christopher S. Clark; Patrick Henry Parker, Christopher S. Clark; Vance Mellen, Henry Ian Cusick; Brenda Vaccaro; Sam Sorbo
002848, Surrogates, 2009, Jonathan Mostow, Michael Ferris; John D. Brancato, Bruce Willis; Radha Mitchell; Ving Rhames
002849, The Jacket, 2005, John Maybury, Tom Bleecker; Marc Rocco, Adrien Brody; Keira Knightley; Daniel Craig
002850, We Are What We Are, 2013, Jim Mickle, Nick Damici; Jim Mickle, Bill Sage; Ambyr Childers; Julia Garner
002851, Enter the Dragon, 1973, Robert Clouse, Michael Allin, Bruce Lee; John Saxon; Jim Kelly
002852, An Officer and a Gentleman, 1982, Taylor Hackford, Douglas Day Stewart, Richard Gere; Debra Winger; David Keith
002853, Friday the 13th Part III, 1982, Steve Miner, Martin Kitrosser; Carol Watson, Dana Kimmell; Tracie Savage; Richard Brooker
002854, Free Willy, 1993, Simon Wincer, Keith Walker; Keith Walker, Jason James Richter; Lori Petty; Michael Madsen
