ID,Title,Author,Price,Edition,ASIN,ISBN_13,ISBN_10,Paperback,Series,Publisher_dummy,Publisher,Publication_Date,Sold_by,Language,Product Dimensions,Shipping Weight
838,Remix: Making Art and Commerce Thrive in the Hybrid Economy,Lawrence Lessig,$13.35 ,,,,,,,,,,,,,
839,Cognitive Surplus: How Technology Makes Consumers into Collaborators,Clay Shirky,$12.38 ,,,,,,,,,,,,,
840,Chip in the Curtain: Computer Technology in the Soviet Union,David A. Wellman,$19.99 ,,,978-0160017063,160017068,,,United States Government Printing ,United States Government Printing,,,English,,1.1 pounds
841,Computers: Information and Data,Barbara Jaworski# John Jaworski,$3.70 ,,,978-0174381266,174381263,206 pages,,Nelson Thornes Ltd ,Nelson Thornes Ltd,,,English,9.6 x 7.4 x 0.6 inches,1.2 pounds
842,How the Web was Born: The Story of the World Wide Web,James Gillies# Robert Cailliau,$0.20 ,,,978-0192862075,192862073,372 pages,Popular Science,Oxford University Press ,Oxford University Press,,,English,4.9 x 0.9 x 7.5 inches,15.5 ounces
843,The Silverlake Project: Transformation at IBM,Roy A. Bauer# Emilio Collar# Victor Tang# Emilio Collar# Jerry Wind# Victor Tang# Patrick R. Houston# Jerry Wind,$4.04 , ,,978-0195067545,195067541,,,Oxford University Press ,Oxford University Press,,,English,6.4 x 1 x 9.5 inches,1 pounds
844,Simulating Humans: Computer Graphics Animation and Control,Norman I. Badler# Cary B. Phillips# Bonnie Lynn Webber# Cary B. Phillips,$110.23 - $225.00,1st Edition,,978-0195073591,195073592,,,Oxford University Press,Oxford University Press,,,English,6.3 x 0.9 x 9.5 inches,1.4 pounds (View shipping rates and policies)
845,Usability: Turning Technologies into Tools,Paul S. Adler# Terry A. Winograd# Paul S. Adler,$0.67 - $255.00,1st Edition,,978-0195075106,195075102,,,Oxford University Press,Oxford University Press,,,English,6.4 x 0.7 x 9.6 inches,1.1 pounds (View shipping rates and policies)
846,Technology and Creativity,Subrata Dasgupta,$1.94 ,First Edition Edition,,978-0195096880,195096886,,,Oxford University Press,Oxford University Press,,,English,6.4 x 1 x 9.6 inches,1.2 pounds
847,Optical Electronics in Modern Communications ,Amnon Yariv,$28.99 ,5th Edition,,978-0195106268,195106261,,The Oxford Series in Electrical and Computer Engineering,Oxford University Press,Oxford University Press,,,English,9.6 x 1.3 x 6.8 inches,2.6 pounds
848,Modern Digital and Analog Communication Systems ,B. P. Lathi,$0.70 ,3rd Edition,,978-0195110098,195110099,,The Oxford Series in Electrical and Computer Engineering,Oxford University Press,Oxford University Press,,,English,9.6 x 1.3 x 7.8 inches,3.3 pounds
849,Neural Networks and Intellect: Using Model-Based Concepts,Leonid I. Perlovsky,$25.00 - $159.95,1st Edition,,978-0195111620,195111621,,,Oxford University Press,Oxford University Press,,,English,9.1 x 1.1 x 7.4 inches,2.2 pounds (View shipping rates and policies)
850,Digital Transmission Lines: Computer Modelling and Analysis with CD-ROM,Kenneth D. Granzow,$35.00 , ,,978-0195112924,019511292X,,,Oxford University Press ,Oxford University Press,,,English,9.3 x 1 x 7.6 inches,1.8 pounds
851,Law and Disorder in Cyberspace: Abolish the FCC and Let Common Law Rule the Telecosm,Peter Huber,$18.96 , ,,978-0195116144,195116143,,,Oxford University Press ,Oxford University Press,,,English,9.3 x 1.2 x 6.2 inches,1.4 pounds
852,Linear System Theory and Design ,Chi-Tsong Chen,$0.00 ,3rd Edition,,978-0195117776,195117778,,The Oxford Series in Electrical and Computer Engineering,"Oxford University Press, USA","Oxford University Press, USA",,,English,9.4 x 0.9 x 7.6 inches,1.8 pounds
853,The New Renaissance: Computers and the Next Level of Civilization,Douglas S. Robertson,$0.01 ,,,978-0195121896,195121899,,,Oxford University Press,Oxford University Press,,,English,5.8 x 0.7 x 8.3 inches,11.2 ounces
854,Probabilistic Methods of Signal and System Analysis ,George R. Cooper# the late Clare D. McGillem,$194.95 ,3rd Edition,,978-0195123548,195123549,,The Oxford Series in Electrical and Computer Engineering,Oxford University Press,Oxford University Press,,,English,9.2 x 1.2 x 7.5 inches,2.3 pounds (View shipping rates and policies)
855,An Assembly Language Introduction to Computer Architecture: Using the Intel Pentium,Karen Miller,$12.95 , ,,978-0195123760,019512376X,,,Oxford University Press ,Oxford University Press,,,English,9.2 x 1 x 7.6 inches,1.8 pounds
856,Software and Hardware Engineering: Motorola M68HC12,Fredrick M. Cady# James Sibigtroth,$8.43 , ,,978-0195124699,195124693,592 pages,,Oxford University Press ,Oxford University Press,,,English,9.1 x 1.2 x 7.4 inches,2.2 pounds
857,Virtual Realism,Michael Heim,$15.31 , ,,978-0195138740,195138740,264 pages,,Oxford University Press ,Oxford University Press,,,English,5.6 x 0.9 x 8.8 inches,13.9 ounces (View shipping rates and policies)
858,"Computers, Ethics, and Society",M. David Ermann# Michele S. Shauf# M. David Ermann,$17.50 - $47.95,3rd Edition,,978-0195143027,195143027,256 pages,,Oxford University Press,Oxford University Press,,,English,8.2 x 0.9 x 5.5 inches,8.8 ounces (View shipping rates and policies)
859,"Natural-Born Cyborgs: Minds, Technologies, and the Future of Human Intelligence",Andy Clark,$9.09 , ,,978-0195148664,195148665,,,Oxford University Press ,Oxford University Press,,,English,9.6 x 0.9 x 6.4 inches,1.2 pounds
860,Systems and Control ,Stanislaw H. Zak,$36.54 - $187.95,1st Edition,,978-0195150117,195150112,,The Oxford Series in Electrical and Computer Engineering,Oxford University Press,Oxford University Press,,,English,9.2 x 1.5 x 7.7 inches,3.1 pounds (View shipping rates and policies)
861,Computer Architecture: From Microprocessors to Supercomputers ,Behrooz Parhami,$64.78 - $88.84, ,,978-0195154559,019515455X,,The Oxford Series in Electrical and Computer Engineering,Oxford University Press ,Oxford University Press,,,English,9.3 x 1.3 x 7.8 inches,2.8 pounds (View shipping rates and policies)
862,Signals and Systems ,Chi-Tsong Chen,$28.53 - $95.50,3rd Edition,,978-0195156614,195156617,,The Oxford Series in Electrical and Computer Engineering,Oxford University Press,Oxford University Press,,,English,9.3 x 1.1 x 7.7 inches,2.1 pounds (View shipping rates and policies)
863,Operation and Modeling of the MOS Transistor: Special MOOC Edition ,Yannis Tsividis# Colin McAndrew# Yannis Tsividis,$113.61 - $184.95,3rd Edition,,978-0195170153,195170156,,The Oxford Series in Electrical and Computer Engineering,Oxford University Press,Oxford University Press,,,English,9.4 x 1.2 x 7.6 inches,2.9 pounds (View shipping rates and policies)
864,"Natural-Born Cyborgs: Minds, Technologies, and the Future of Human Intelligence",Andy Clark,$9.09 ,1st Edition,,978-0195177510,195177517,240 pages,,Oxford University Press,Oxford University Press,,,English,0.4 x 9.2 x 6.1 inches,12.8 ounces (View shipping rates and policies)
865,"Internet Politics: States, Citizens, and New Communication Technologies",Andrew Chadwick,$10.77 - $55.33,1st Edition,,978-0195177732,195177738,400 pages,,Oxford University Press,Oxford University Press,,,English,9.1 x 0.7 x 6.4 inches,1.2 pounds (View shipping rates and policies)
866,Getting Started with MATLAB 7: A Quick Introduction for Scientists and Engineers ,Rudra Pratap,$0.00 , ,,978-0195179378,195179374,256 pages,The Oxford Series in Electrical and Computer Engineering,Oxford University Press ,Oxford University Press,,,English,9.1 x 0.8 x 7.3 inches,1 pounds
867,Photonics: Optical Electronics in Modern Communications ,Amnon Yariv# Pochi Yeh,$110.00 - $138.40,6th Edition,,978-0195179460,195179463,,The Oxford Series in Electrical and Computer Engineering,Oxford University Press,Oxford University Press,,,English,9.3 x 1.5 x 7.6 inches,3.2 pounds (View shipping rates and policies)
868,"Computers, Phones, and the Internet: Domesticating Information Technology ",Robert Kraut# Malcolm Brynin# Robert Kraut# Sara Kiesler# Malcolm Brynin,$43.99 ,1st Edition,,978-0387249636,195312805,344 pages,Human Technology Interaction Series (Book 2),Oxford University Press,Oxford University Press,,,English,9.9 x 0.6 x 6.8 inches,1.2 pounds (View shipping rates and policies)
869,Computer Arithmetic: Algorithms and Hardware Designs ,Behrooz Parhami,$37.93 - $148.29,2nd Edition,,978-0195328486,195328485,,The Oxford Series in Electrical and Computer Engineering,Oxford University Press,Oxford University Press,,,English,9.4 x 1.3 x 7.4 inches,2.9 pounds (View shipping rates and policies)
870,Modern Digital and Analog Communication Systems ,B. P. Lathi# Zhi Ding,$170.84 ,4th Edition,,978-0195331455,195331451,,The Oxford Series in Electrical and Computer Engineering,Oxford University Press,Oxford University Press,,,English,10 x 1.5 x 8.3 inches,4.6 pounds (View shipping rates and policies)
871,Adaptive Perspectives on Human-Technology Interaction: Methods and Models for Cognitive Engineering and Human-Computer Interaction ,Alex Kirlik,$30.99 ,1st Edition,,978-0195374827,195374827,336 pages,Human Technology Interaction Series,Oxford University Press,Oxford University Press,,,English,9.9 x 0.6 x 6.8 inches,1.2 pounds (View shipping rates and policies)
872,Web Technologies,Uttam Kumar Roy,$8.80 - $34.95,1st Edition,,978-0198066224,198066228,736 pages,,Oxford University Press,Oxford University Press,,,English,9.3 x 1.3 x 7.2 inches,2.3 pounds (View shipping rates and policies)
873,Japan's Computer and Communications Industry: The Evolution of Industrial Giants and Global Competitiveness ,Martin Fransman,$5.08 ,,,978-0198233336,198233337,,Japan Business and Economics Series,Oxford University Press ,Oxford University Press,,,English,6.5 x 1.5 x 9.6 inches,2.4 pounds
874,Computer-Assisted Language Learning: Context and Conceptualization,Michael Levy,$12.31 - $40.00,1st Edition,,978-0198236313,019823631X,320 pages,,Clarendon Press,Clarendon Press,,,English,8.4 x 0.7 x 5.4 inches,14.4 ounces (View shipping rates and policies)
875,Morgan Grenfell 1838-1988: The Biography of a Merchant Bank,Kathleen Burk,$0.99 - $145.00,1st Edition,,978-0198283065,198283067,,,Clarendon Press,Clarendon Press,,,English,6.5 x 1.1 x 9.5 inches,1.6 pounds (View shipping rates and policies)
876,"Information Technology and Organizations: Strategies, Networks, and Integration",Brian P. Bloomfield# Rod Coombs# Brian P. Bloomfield# David Knights# Rod Coombs# Dale Littler# David Knights,$2.60 - $155.00, ,,978-0198296119,198296118,200 pages,,Oxford University Press ,Oxford University Press,,,English,9.1 x 0.4 x 6.1 inches,11.4 ounces (View shipping rates and policies)
877,Oxford Information Technology for CSEC,Glenda Gay# Ronald Blades,$28.88 ,,,978-0198329381,198329385,320 pages,,Oxford University Press,Oxford University Press,,,English,8.7 x 0.6 x 10.9 inches,2 pounds
878,Computer and Robotic Assisted Hip and Knee Surgery,Anthony M. DiGioia# Branislav Jaramaz# Anthony M. DiGioia# Frederic Picard# Branislav Jaramaz# Lutz-Peter Nolte# Frederic Picard,$0.00 ,1st Edition,,978-0198509431,019850943X,,,Oxford University Press,Oxford University Press,,,English,9.5 x 1 x 6.8 inches,1.8 pounds
879,Computers Ltd.: What They Really Can't Do ,David Harel,$12.92 , ,,978-0198604426,198604424,240 pages,Popular Science,Oxford University Press ,Oxford University Press,,,English,7.7 x 0.9 x 5 inches,11.2 ounces (View shipping rates and policies)
880,Information Technology Law,Ian Lloyd,$71.66 ,7th Edition,,978-0198702320,198702329,600 pages,,Oxford University Press,Oxford University Press,,,English,9.5 x 1.2 x 6.7 inches,2.6 pounds (View shipping rates and policies)
881,Advanced Level Computing Through Diagrams ,Ian Simons,$0.92 ,,,978-0199134335,199134332,144 pages,Oxford Revision Guides,Oxford University Press ,Oxford University Press,,,English,8.3 x 0.2 x 11.6 inches,12.6 ounces
882,"Building Bioinformatics Solutions: with Perl, R and MySQL",Conrad Bessant# Ian Shadforth# Darren Oakley# Ian Shadforth,$43.99 ,1st Edition,,978-0199230235,199230234,254 pages,,Oxford University Press,Oxford University Press,,,English,9.6 x 0.5 x 7.4 inches,1.2 pounds
883,The Nature of Computation,Cristopher Moore# Stephan Mertens,$64.99 ,1st Edition,,978-0199233212,199233217,,,Oxford University Press,Oxford University Press,,,English,9.8 x 2.3 x 7.7 inches,5.1 pounds (View shipping rates and policies)
884,"Virtual Society? Get Real!: Technology, Cyberbole, Reality",Steve Woolgar,$54.99 ,1st Edition,,978-0199248766,199248761,368 pages,,Oxford University Press,Oxford University Press,,,English,9.1 x 0.8 x 6.1 inches,1.4 pounds (View shipping rates and policies)
885,"The Internet Galaxy: Reflections on the Internet, Business, and Society ",Manuel Castells,$15.95 ,1st Edition,,978-0199255771,199255776,304 pages,Clarendon Lectures in Management Studies,Oxford University Press,Oxford University Press,,,English,8.4 x 0.8 x 5.4 inches,15.8 ounces (View shipping rates and policies)
886,Principles of Computer Hardware,Alan Clements,$79.95 - $121.95,4th Edition,,978-0199273133,199273138,672 pages,,Oxford University Press,Oxford University Press,,,English,10.3 x 1.2 x 7.5 inches,3.5 pounds (View shipping rates and policies)
887,Computer Crimes and Digital Investigations,Ian Walden,$48.72 - $215.00,1st Edition,,978-0199290987,199290989,,,Oxford University Press,Oxford University Press,,,English,9.8 x 1.3 x 6.7 inches,2.4 pounds (View shipping rates and policies)
888,"Alan Turing's Electronic Brain: The Struggle to Build the ACE, the World's Fastest Computer",B. Jack Copeland,$19.59 ,Reprint Edition,,978-0199609154,199609152,592 pages,,Oxford University Press,Oxford University Press,,,English,9.2 x 1.3 x 6 inches,2.1 pounds (View shipping rates and policies)
889,The Oxford Handbook of Interactive Audio ,Karen Collins# Bill Kapralos# Karen Collins# Holly Tessler# Bill Kapralos,$159.99 ,1st Edition,,978-0199797226,199797226,,Oxford Handbooks,Oxford University Press,Oxford University Press,,,English,9.9 x 1.5 x 7.1 inches,2.6 pounds (View shipping rates and policies)
890,Digital Cities: The Internet and the Geography of Opportunity ,Karen Mossberger# Caroline J. Tolbert# William W. Franko# Caroline J. Tolbert,$21.99 ,1st Edition,,978-0199812950,199812950,368 pages,Oxford Studies in Digital Politics,Oxford University Press,Oxford University Press,,,English,9.2 x 1.1 x 6.1 inches,1 pounds (View shipping rates and policies)
891,Principles of Compiler Design ,Alfred V. Aho# Jeffrey D. Ullman,$0.00 ,2nd Edition,,978-0201000221,201000229,,Addison-Wesley series in computer science and information processing,Addison-Wesley,Addison-Wesley,,,English,9.3 x 6.9 x 1.3 inches,2.2 pounds
892,"Introduction to Automata Theory, Languages and Computation ",John E. Hopcroft# Jeffrey D. Ullman# John E. Hopcroft,$13.49 ,1st Edition,,978-0201029888,020102988X,,Addison-Wesley series in computer science,Addison-Wesley Publishing Company,Addison-Wesley Publishing Company,,,English,0.8 x 6.8 x 9.8 inches,1.5 pounds
893,Introduction to VLSI Systems,Carver Mead# Lynn Conway,$18.84 ,First Edition Edition,,978-0201043587,201043580,,,Addison-Wesley Pub ,Addison-Wesley Pub,,,English,7.5 x 1 x 9.8 inches,2.1 pounds
894,Fortran 77: Featuring Structured Programming ,Loren P. Meissner# Elliot I. Organick,$4.00 ,3rd Edition,,978-0201054996,020105499X,500 pages,Addison-Wesley Series in Computer Science,Addison Wesley Publishing Company,Addison Wesley Publishing Company,,,English,9.3 x 6.2 x 0.8 inches,1.4 pounds
895,Introduction to Robotics: Mechanics and Control ,John J. Craig,$44.95 ,2nd Edition,,978-0201095289,201095289,,Addison-Wesley Series in Electrical & Computer Engineering,Prentice Hall,Prentice Hall,,,English,6.6 x 1 x 9.6 inches,1.5 pounds
896,PostScript Language Tutorial and Cookbook,Adobe Systems  Inc.,$18.93 ,,,,,,,,,,,,,
897,The Fifth Generation: Artificial Intelligence & Japan's Computer Challenge to the World,Pamela McCorduck# Edward A. Feigenbaum,$4.88 ,First Edition Edition,,978-0201115192,201115190,,,Addison Wesley Publishing Company,Addison Wesley Publishing Company,,,English,9.3 x 6.4 x 1 inches,1.3 pounds
898,Safeware: System Safety and Computers,Nancy G. Leveson,$60.23 ,1st Edition,,978-0201119725,201119722,704 pages,,Addison-Wesley Professional,Addison-Wesley Professional,,,English,6.2 x 1.4 x 9 inches,2.2 pounds (View shipping rates and policies)
899,Computer Graphics: Systems and Concepts,Rod Salmon# Mel Slater,$2.26 ,,,978-0201146561,201146568,,,Addison-Wesley ,Addison-Wesley,,,English,1.5 x 8 x 9.8 inches,3.2 pounds
900,"Telecommunication Networks: Protocols, Modeling and Analysis",Mischa Schwartz,$14.95 ,1st Edition,,978-0201164237,020116423X,,,Prentice Hall,Prentice Hall,,,English,6.2 x 1.6 x 9.1 inches,2.7 pounds
901,Hypercard Script Language Guide: The Hypertalk Language,Apple Computer Inc.,$0.30 ,,,978-0201176322,201176327,,,Addison-Wesley ,Addison-Wesley,,,English,0.8 x 7.8 x 9.5 inches,2 pounds
902,"Apple Inside Macintosh, Volumes I, II, and III",Caroline Rose# Bradley Hacker# Caroline Rose# Inc. Apple Computer# Bradley Hacker,$2.02 ,,,978-0201177374,201177374,,,Addison-Wesley ,Addison-Wesley,,,English,1.8 x 9 x 11.5 inches,6 pounds
903,"DirectX, RDX, RSX, and MMX Technology: A Jumpstart Guide to High Performance APIs",Rohan Coelho# Maher Hawash,$15.95 - $44.95,1st Edition,,978-0201309447,201309440,448 pages,,Addison-Wesley Professional,Addison-Wesley Professional,,,English,7.4 x 1.1 x 9 inches,1.6 pounds (View shipping rates and policies)
904,Universal Serial Bus System Architecture ,MindShare  Inc.# Don Anderson,$5.00 - $37.97,2nd Edition,,978-0201309751,201309750,544 pages,,Addison-Wesley Professional,Addison-Wesley Professional,,,English,7.1 x 1.3 x 9.1 inches,1.7 pounds (View shipping rates and policies)
905,UML DISTILLED: APPLYING THE STANDARD OBJECT MODELLING LANGUAGE ,KENDALL SCOTT' 'MARTIN FOWLER,$4.00 , ,,978-0201325638,201325632,208 pages,,ADDISON WESLEY ,ADDISON WESLEY,,,English,7.4 x 0.4 x 9.1 inches,12 ounces
906,Computer Confluence: Exploring Tomorrow's Technology,George Beekman,$0.98 ,,,978-0201339451,201339455,288 pages,,Addison-Wesley,Addison-Wesley,,,English,0.5 x 8.8 x 11 inches,1.5 pounds
907,Constructing the User Interface with Statecharts,Ian Horrocks,$37.58 ,,,978-0201342789,201342782,272 pages,,Addison-Wesley Professional,Addison-Wesley Professional,,,English,9.2 x 6.7 x 0.6 inches,12 ounces
908,The Design of Design: Essays from a Computer Scientist,Frederick P. Brooks Jr.,$15.39 ,1st Edition,,978-0201362985,201362988,448 pages,,Addison-Wesley Professional,Addison-Wesley Professional,,,English,6.1 x 0.9 x 9.2 inches,1.4 pounds (View shipping rates and policies)
