ID,Title,Author,Hardcover,Paperback,NOOK_Book,Audiobook,ISBN_13_DUMMY,ISBN_13,Series,Publisher,Publication_Date,Sales_rank,Pages,Product_dimensions
910.html,Cool Infographics: Effective Communication with Data Visualization and Design,Randy Krum,,$24.12 ,$20.99 ,,9.78112E+12,978-1118582305,,Wiley,,"242,350",368,7.30(w) x 9.00(h) x 0.90(d)
911.html,Digital Photography Masterclass,Tom Ang,$13.48 ,,,,9.78059E+12,978-0594608257,,"DK Publishing, Inc.",,"242,420",360,
912.html,Xcode 6 Start to Finish: iOS and OS X Development,Fritz Anderson,,$28.18 ,$19.99 ,,9.78013E+12,978-0134052779,Developer's Library Series,Addison-Wesley,,"242,510",656,7.00(w) x 8.90(h) x 1.50(d)
913.html,"Cisco Networking Simplified, Second Edition / Edition 2",Neil Anderson# Jim Doherty# Paul Della Maggiora,,$30.33 ,,,9.78159E+12,978-1587201998,Networking Technology,Cisco Press,,"242,589",432,8.43(w) x 10.75(h) x 0.60(d)
914.html,MP Computer Accounting with QuickBooks 2015 with Student Resource CD-ROM,Donna Kay,,,,,9.78126E+12,978-1259620720,,McGraw-Hill Professional Publishing,,"242,601",,
915.html,Teach Yourself VISUALLY Word 2010,Elaine Marmel,,$18.81 ,,,9.78047E+12,978-0470566800,Teach Yourself VISUALLY (Tech) Series,Wiley,,"242,679",352,7.20(w) x 9.10(h) x 0.80(d)
916.html,CCNP Routing and Switching TSHOOT 300-135 Official Cert Guide,Raymond Lacoste# Kevin Wallace,$56.81 ,,,,9.78159E+12,978-1587205613,Official Cert Guide Series,Cisco Press,,"242,717",1024,7.50(w) x 9.20(h) x 2.30(d)
917.html,Exam Ref 70-483: Programming in C#,Wouter de Kort,,$26.10 ,$18.49 ,,9.78074E+12,978-0735676824,,Microsoft Press,,"242,778",384,7.40(w) x 9.00(h) x 0.76(d)
918.html,The Linux Programming Interface: A Linux and UNIX System Programming Handbook,Michael Kerrisk,$63.25 ,,$45.99 ,,9.78159E+12,978-1593272203,,"No Starch Press San Francisco, CA",,"242,849",1552,7.40(w) x 9.30(h) x 2.20(d)
919.html,Street Fighter: World Warrior Encyclopedia Hardcover,Gonzalo Ordonez Arias# Matt Moylan,,,,,9.78193E+12,978-1927925300,,UDON Entertainment Corporation,,"242,904",152,8.50(w) x 11.50(h) x 0.60(d)
920.html,Cryptography Engineering: Design Principles and Practical Applications / Edition 1,Niels Ferguson# Bruce Schneier# Tadayoshi Kohno,,$30.60 ,$28.49 ,,9.78047E+12,978-0470474242,,Wiley,,"242,924",384,7.30(w) x 9.10(h) x 0.60(d)
921.html,"Oracle Database 12c: Install, Configure & Maintain Like a Professional",Ian Abramson# Michael Abbey# Michelle Malcher# Michael Corey,,$26.25 ,$20.49 ,,9.78007E+12,978-0071799331,,McGraw-Hill Professional Publishing,,"243,000",472,7.30(w) x 9.00(h) x 1.10(d)
922.html,Adobe Premiere Pro For Dummies,Keith Underdahl,,$24.62 ,$15.99 ,,9.78076E+12,978-0764543449,For Dummies Series,Wiley,,"243,318",384,9.25(w) x 7.50(h) x 0.80(d)
923.html,mySAP ERP For Dummies,Andreas Vogel# Ian Kimbell,,$23.87 ,$16.99 ,,9.78076E+12,978-0764599958,For Dummies Series,Wiley,,"243,621",312,7.40(w) x 9.20(h) x 0.80(d)
924.html,PowerPivot for the Data Analyst: Microsoft Excel 2010,Bill Jelen,,$22.11 ,$16.49 ,,9.78079E+12,978-0789743152,MrExcel Library Series,Que,,"243,920",336,6.90(w) x 9.00(h) x 0.80(d)
925.html,Apple Pro Training Series: Final Cut Pro X 10.2: Professional Post-Production,Brendan Boykin,,,,,9.78013E+12,978-0134384399,,Pearson Education,,"244,088",512,
926.html,Computer Incident Response and Forensics Team Management: Conducting a Successful Incident Response,Leighton Johnson,,$43.36 ,$46.99 ,,9.7816E+12,978-1597499965,,Elsevier Science,,"244,119",352,9.34(w) x 7.44(h) x 0.56(d)
927.html,"Microsoft? Access? 2010 Programming By Example: with VBA, XML, and ASP",Julitta Korol,,$39.04 ,,,9.78194E+12,978-1936420025,,Mercury Learning and Information,,"244,182",800,7.00(w) x 8.90(h) x 1.60(d)
928.html,Microsoft Office 2013: Brief,Misty E. Vermaat,,$145.93 ,,,9.78129E+12,978-1285166131,Shelly Cashman Series,Cengage Learning,,"244,192",704,8.50(w) x 10.70(h) x 0.50(d)
929.html,Microsoft Excel 2013: Illustrated Brief,Elizabeth Eisner Reding,,$35.44 ,,,9.78129E+12,978-1285093215,Illustrated Series,Cengage Learning,,"244,268",160,8.30(w) x 10.70(h) x 0.30(d)
930.html,C Programming: A Modern Approach / Edition 2,K. N. King,,$111.45 ,,,9.78039E+12,978-0393979503,,"Norton, W. W. & Company, Inc.",,"244,358",832,7.50(w) x 9.30(h) x 1.20(d)
931.html,Visio 2013 Absolute Beginner's Guide,Alan Wright# Chris Roth,,$18.84 ,$11.99 ,,9.78079E+12,978-0789750877,Absolute Beginner's Guide Series,Que,,"244,434",384,7.00(w) x 9.00(h) x 0.90(d)
932.html,Discovering Computers & Microsoft Office 2013: A Fundamental Combined Approach,Misty E. Vermaat,, ,,,9.78129E+12,978-1285169538,Shelly Cashman Series,Cengage Learning,,"244,502",1200,8.50(w) x 10.80(h) x 1.70(d)
933.html,"Exploring: Microsoft Word 2013, Comprehensive / Edition 1",Lynn Hogan# Linda Lau# Robert T. Grauer# Mary Anne Poatsy,,,,,9.78013E+12,978-0133412222,Exploring for Office 2013 Series,Prentice Hall,,"244,527",560,9.40(w) x 11.10(h) x 1.00(d)
934.html,JavaScript Patterns,Stoyan Stefanov,,$17.85 ,$13.49 ,,9.7806E+12,978-0596806750,,"O'Reilly Media, Incorporated",,"363,214",236,6.80(w) x 9.10(h) x 0.80(d)
935.html,Visual Basic 2012 How to Program / Edition 6,Paul Deitel# Harvey Deitel# Abbey Deitel,,$122.53 ,,,9.78013E+12,978-0133406955,,Prentice Hall,,"244,656",672,6.90(w) x 9.00(h) x 1.00(d)
936.html,The Ubuntu Desktop Beginner's Guide - Second Edition,Jonathan Moeller,,,,,2.94002E+12,294-0015228618,Computer Beginner's Guide,Jonathan Moeller,,"244,699",,
937.html,"Exploring: Microsoft Office 2013, Plus / Edition 1",Mary Anne Poatsy# Keith Mulbery# Cynthia Krebs# Eric Cameron,,,,,9.78013E+12,978-0133412161,Exploring for Office 2013 Series,Prentice Hall,,"244,815",1232,9.70(w) x 11.00(h) x 1.80(d)
938.html,Windows 7,Pamphlet Master,,$6.67 ,$1.49 ,,9.78163E+12,978-1634287616,,Speedy Publishing LLC,,,4,8.50(w) x 11.00(h) x 0.01(d)
939.html,Account Planning in Salesforce: Unlock Revenue from Big Customers to Turn Them into BIGGER Customers,Donal Daly,,$15.86 ,$8.49 ,,9.78178E+12,978-1781190876,,Cork Publishing Limited t/a Oak Tree Press,,,222,6.00(w) x 9.00(h) x 0.47(d)
940.html,The Witcher 2: The Ultimate Game Guide,Trey Walters,,,,,2.94004E+12,294-0044538177,,Trey Walters,,"245,208",,
942.html,Landing Page Optimization,Omer Khan,,,,,2.94015E+12,294-0151690621,,ConversionAid,,"245,669",,
943.html,"99 Cent best seller You Tubes Test Tube What Is It (tuberous plant, tuberous root, tuberous sclerosis, tuberous vetch, tubes, tubeshoulder, tubeworm, tubfish, tubful, tubfuls)",Resounding Wind Publishing,,,,,2.94015E+12,294-0150569904,,Resounding Wind Publishing,,"245,709",,
944.html,The Ultimate Temple Run 2 Unofficial Game Guide,JOSH ABBOTT# HIDDENSTUFF ENTERTAINMENT,,,,,9.78277E+12,978-2765913610,,Osmora Inc.,,"245,791",,
945.html,Building Data Science Teams,DJ Patil,,,,,9.78145E+12,978-1449316778,,"O'Reilly Media, Incorporated",,"246,542",24,
946.html,"Python Programming for the Absolute Beginner, Third Edition",Michael Dawson,,,,,9.78144E+12,978-1435456013,,"Course Technology, PTR",,"246,670",,
947.html,Five Nights at Freddy's 4 - Ultimate Pro Guide to Ending the FNAF Frights!,DigiDiz Guides,,,,,9.78277E+12,978-2765916581,,DigiDiz Guides,,"246,738",,
948.html,Google Drive and Docs in 30 Minutes (2nd Edition),Ian Lamont,,$10.70 ,$6.99 ,,2.94015E+12,294-0149951482,,i30 Media Corporation,,"246,807",112,
949.html,Create an EBook With Pages and Keynote,Alberto Pian,,,,,2.94003E+12,294-0032902386,,Alberto Pian,,"246,915",,
950.html,"Computer Vision Metrics: Survey, Taxonomy, and Analysis",Scott Krig,,$39.99 ,$0.00 ,,9.78143E+12,978-1430259299,,Apress,,,508,6.00(w) x 9.00(h) x 1.13(d)
951.html,Fundamentals of Windows 10,Kevin Wilson,,$11.98 ,$2.49 ,,9.78099E+12,978-0993298189,Computer Fundamentals,Elluminet Press,,,164,7.00(w) x 10.00(h) x 0.35(d)
952.html,Social Physics: How Good Ideas Spread--The Lessons from a New Science,Alex Pentland,$26.76 ,,$9.99 ,,9.78159E+12,978-1594205651,,Penguin Publishing Group,,"424,939",320,
953.html,Ubuntu: 101 Tips & Tricks,Jonathan Moeller,,,,,2.94015E+12,294-0149316106,Computer Beginner's Guides,Jonathan Moeller,,"248,149",,
954.html,The Internet is a Playground: Irreverent Correspondences of an Evil Online Genius,David Thorne,,$10.10 ,$12.99 ,,9.78159E+12,978-1585428816,,Penguin Publishing Group,,"251,000",368,
955.html,"iMovie: The Missing Manual: 2014 release, covers iMovie 10.0 for Mac and 2.0 for iOS",David Pogue# Aaron Miller,,$26.34 ,$19.99 ,,9.78149E+12,978-1491947326,,"O'Reilly Media, Incorporated",,"250,782",432,7.00(w) x 9.10(h) x 0.90(d)
956.html,Email Etiquette: Netiquette in the Information Age,David Tuffley,,,,,2.94001E+12,294-0011304736,Dictionaries,Altiora Publications,,"249,229",,
957.html,Living Off YouTube,Dave Cullen,,,,,9.78129E+12,978-1291907766,,Lulu.com,,"249,273",,
958.html,"Forex Trading Tips: Top Tips For Successful Forex Trading (Forex Trading Success, #1)",Cedric Telstine,,,,,2.94005E+12,294-0046303858,Forex Trading Success,Cedric Telstine,,"249,538",,
959.html,"Bitcoin: The Simplified Guide to Understanding Bitcoin Currency, Mining & Exchange",Benjamin R. Schofield,,,,,2.94015E+12,294-0152220421,,Benjamin R. Schofield,,"249,582",,
960.html,Data Mining Applications with R,Yanchang Zhao,$57.83 ,,$62.99 ,,9.78012E+12,978-0124115118,,Elsevier Science,,"876,508",514,7.70(w) x 9.30(h) x 1.20(d)
961.html,SUBWAY SURFERS GAME GUIDE,HSE,,,,,9.78163E+12,978-1632958112,,HSE,,"250,066",,
962.html,WordPress: The Missing Manual,Matthew MacDonald,,$23.04 ,$13.49 ,,9.78145E+12,978-1449341909,,"O'Reilly Media, Incorporated",,"250,508",612,6.90(w) x 9.10(h) x 1.30(d)
963.html,C++ All-in-One For Dummies,John Paul Mueller# Jeff Cogswell,,$24.12 ,$22.99 ,,9.78112E+12,978-1118823781,For Dummies Series,Wiley,,"250,548",864,7.40(w) x 9.20(h) x 1.80(d)
964.html,Teach Yourself VISUALLY Excel 2010,Paul McFedries,,$18.53 ,$15.99 ,,9.78047E+12,978-0470577646,Teach Yourself VISUALLY (Tech) Series,Wiley,,"250,598",352,7.30(w) x 9.10(h) x 0.90(d)
965.html,SketchUp 2014 For Dummies,Aidan Chopra,,$18.31 ,$15.99 ,,9.78112E+12,978-1118822661,,Wiley,,"250,618",504,7.40(w) x 9.20(h) x 1.10(d)
966.html,The Internet For Dummies,John R. Levine# Margaret Levine Young,,$15.72 ,$12.99 , ,9.78112E+12,978-1118967690,For Dummies Series,Wiley,,"250,631",384,7.30(w) x 9.10(h) x 0.90(d)
967.html,Excel 2013 VBA and Macros,Bill Jelen# Tracy Syrstad,,$29.74 ,$18.49 ,,9.78079E+12,978-0789748614,MrExcel Library Series,Que,,"250,711",612,8.90(w) x 7.00(h) x 1.40(d)
968.html,C++ Without Fear: A Beginner's Guide That Makes You Feel Smart / Edition 2,Brian Overland,,$20.63 ,$15.49 ,,9.78013E+12,978-0132673266,,Prentice Hall,,"250,768",624,6.84(w) x 8.98(h) x 1.32(d)
969.html,Learn C the Hard Way: Practical Exercises on the Computational Subjects You Keep Avoiding (Like C),Zed A. Shaw,,$22.85 ,$17.99 ,,9.78032E+12,978-0321884923,Zed Shaw's Hard Way Series,Addison-Wesley,,"250,791",384,6.90(w) x 9.00(h) x 1.00(d)
970.html,Learning Blender: A Hands-On Guide to Creating 3D Animated Characters,Oliver Villar,,$24.58 ,$18.49 ,,9.78013E+12,978-0133886177,Learning Series,Addison-Wesley,,"250,862",352,7.00(w) x 8.90(h) x 0.80(d)
971.html,"The Power Formula for LinkedIn Success (Second Edition - Entirely Revised): Kick-start Your Business, Brand, and Job Search",Wayne Breitbarth,,$13.58 ,$9.99 ,,9.78161E+12,978-1608324330,,Greenleaf Book Group Press,,"250,866",232,5.40(w) x 8.40(h) x 0.90(d)
972.html,Teach Yourself VISUALLY Android Phones and Tablets,Guy Hart-Davis,,$18.53 ,$15.99 ,,9.78112E+12,978-1118646618,Teach Yourself VISUALLY (Tech) Series,Wiley,,"250,953",320,7.40(w) x 9.00(h) x 0.70(d)
973.html,Objective-C Programming: The Big Nerd Ranch Guide,Aaron Hillegass# Mikey Ward,,$23.81 ,$17.99 ,,9.78032E+12,978-0321942067,Big Nerd Ranch Guides Series,Big Nerd Ranch Guides,,"250,955",325,6.90(w) x 9.90(h) x 0.90(d)
974.html,Windows 7 Plain & Simple,Jerry Joyce# Marianne Moon,,$17.79 ,$11.99 ,,9.78074E+12,978-0735626669,,Microsoft Press,,"250,965",400,7.40(w) x 8.96(h) x 0.70(d)
975.html,"The Art of Intrusion: The Real Stories Behind the Exploits of Hackers, Intruders and Deceivers",Kevin D. Mitnick# William L. Simon,$27.81 ,$12.54 ,$8.99 ,,9.78047E+12,978-0471782667,,Wiley,,"251,030",288,6.08(w) x 8.76(h) x 0.85(d)
976.html,The Internet Is Not the Answer,Andrew Keen,$19.46 ,$11.84 ,$13.99 ,$14.99 ,9.7808E+12,978-0802123138,,"Grove/Atlantic, Inc.",,"251,049",288,6.00(w) x 8.90(h) x 1.30(d)
977.html,"The Zero Marginal Cost Society: The Internet of Things, the Collaborative Commons, and the Eclipse of Capitalism",Jeremy Rifkin,$20.29 ,$12.10 ,$9.99 ,$20.97 ,9.78114E+12,978-1137280114,,St. Martin's Press,,"251,276",448,5.90(w) x 9.00(h) x 1.30(d)
978.html,About Face: The Essentials of Interaction Design,Alan Cooper# Robert Reimann# David Cronin# Christopher Noessel,,$29.21 ,$25.99 ,,9.78112E+12,978-1118766576,,Wiley,,"251,662",720,7.40(w) x 9.10(h) x 1.50(d)
979.html,"SQL, Third Edition (Visual QuickStart Guide Series) / Edition 3",Chris Fehily,,$26.29 ,$23.49 ,,9.78032E+12,978-0321553577,Visual QuickStart Guide Series,Peachpit Press,,"251,671",483,6.94(w) x 8.92(h) x 1.01(d)
980.html,Network Warrior,Gary A. Donahue,,$30.72 ,$23.49 ,,9.78145E+12,978-1449387860,,"O'Reilly Media, Incorporated",,"251,844",788,7.00(w) x 9.10(h) x 1.70(d)
981.html,CCENT Study Guide: Exam 100-101 (ICND1),Todd Lammle,,$25.38 ,$20.99 ,,9.78112E+12,978-1118749685,,Wiley,,"251,877",744,7.40(w) x 9.00(h) x 1.80(d)
982.html,Learning Responsive Web Design: A Beginner's Guide,Clarissa Peterson,,$27.29 ,$18.49 ,,9.78145E+12,978-1449362942,,"O'Reilly Media, Incorporated",,"251,918",416,6.00(w) x 8.90(h) x 0.60(d)
983.html,Mastering Autodesk Revit Architecture 2016: Autodesk Official Press,James Vandezande# Eddy Krygiel,,$54.23 ,$36.49 ,,9.78112E+12,978-1119044611,,Wiley,,"252,239",1008,7.40(w) x 9.30(h) x 2.20(d)
984.html,Introducing Autodesk Maya 2016: Autodesk Official Press,Dariush Derakhshani,,$47.76 ,$28.49 ,,9.78112E+12,978-1119059639,,Wiley,,"252,266",624,7.40(w) x 9.10(h) x 1.10(d)
985.html,The Filter Bubble: How the New Personalized Web Is Changing What We Read and How We Think,Eli Pariser,,$12.37 ,$13.99 ,,9.78014E+12,978-0143121237,,Penguin Publishing Group,,"252,309",304,
986.html,Data Mining: Practical Machine Learning Tools and Techniques / Edition 3,Ian H. Witten# Eibe Frank# Mark A. Hall,,$38.78 ,$52.46 ,,9.78012E+12,978-0123748560,Morgan Kaufmann Series in Data Management Systems Series,Elsevier Science,,"252,474",664,7.30(w) x 9.00(h) x 1.50(d)
987.html,The Android Developer's Cookbook: Building Applications with the Android SDK / Edition 2,Ronan Schwarz# Phil Dutson# James Steele# Nelson To,,$23.63 ,$19.99 ,,9.78032E+12,978-0321897534,Developer's Library Series,Addison-Wesley,,"252,517",436,7.00(w) x 8.90(h) x 1.00(d)
988.html,What Video Games Have to Teach Us about Learning and Literacy. Second Edition: Revised and Updated Edition,James Paul Gee,,$13.43 ,$9.99 ,,9.7814E+12,978-1403984531,,St. Martin's Press,,"252,826",256,6.07(w) x 9.13(h) x 0.72(d)
989.html,Oracle Database 12c DBA Handbook,Bob Bryla,,$38.75 ,$37.49 ,,9.78007E+12,978-0071798785,,McGraw-Hill Professional Publishing,,"253,414",704,7.30(w) x 9.10(h) x 1.60(d)
990.html,Google AdWords For Dummies,Howie Jacobson# Joel McDonald# Kristie McDonald,,$17.89 ,$13.99 ,,9.78112E+12,978-1118115619,,Wiley,,"253,429",432,7.40(w) x 9.20(h) x 1.10(d)
991.html,Microsoft Access 2010 VBA Macro Programming / Edition 1,Richard Shepherd,,$22.97 ,$33.00 ,,9.78007E+12,978-0071738576,,McGraw-Hill Professional Publishing,,"253,430",400,7.30(w) x 9.00(h) x 0.90(d)
992.html,System Center 2012 Configuration Manager (SCCM) Unleashed,Kerrie Meyler# Byron Holt# Marcus Oh# Jason Sandys,,$44.72 ,$27.99 ,,9.78067E+12,978-0672334375,Unleashed Series,Sams,,"253,555",1360,7.00(w) x 9.10(h) x 1.80(d)
993.html,Troubleshooting with Wireshark: Locate the Source of Performance Problems,Laura Chappell,,,,,9.78189E+12,978-1893939974,,"Protocol Analysis Institute, Inc.",,"253,575",408,7.44(w) x 9.69(h) x 0.84(d)
994.html,The Native Ground: Indians and Colonists in the Heart of the Continent,Kathleen DuVal,,$16.76 ,$20.49 ,,9.78081E+12,978-0812219395,Early American Studies Series,"University of Pennsylvania Press, Inc.",,"253,652",336,6.00(w) x 8.90(h) x 1.00(d)
995.html,Salesforce CRM - The Definitive Admin Handbook - Third Edition,Paul Goodey,,$54.99 ,$32.99 ,,9.78178E+12,978-1784397562,,Packt Publishing,,"253,692",480,7.52(w) x 9.24(h) x 0.96(d)
996.html,Healthcare Information Technology Exam Guide for CompTIA Healthcare IT Technician and HIT Pro Certifications,Kathleen McCormick# Brian Gugerty,,,$49.99 ,,9.78007E+12,978-0071802796,,McGraw-Hill Education,,,800,
997.html,SolidWorks 2015 Tutorial and Video Instruction,David Planchard,,,,,9.78159E+12,978-1585039241,,Schroff Development Corporation,,"254,028",,8.50(w) x 10.90(h) x 1.00(d)
998.html,Murach's Mainframe COBOL / Edition 1,Mike Murach# Raul Menendez# Anne Prince# Raul Menendez,,$39.14 ,,,9.78189E+12,978-1890774240,,Mike Murach & Associates Inc,,"254,031",685,8.04(w) x 10.00(h) x 1.51(d)
999.html,"Blogs, Wikis, Podcasts, and Other Powerful Web Tools for Classrooms / Edition 3",Willard (Will) H. Richardson,,$26.44 ,$31.49 ,,9.78141E+12,978-1412977470,,SAGE Publications,,"254,066",171,6.90(w) x 9.90(h) x 0.70(d)
1000.html,Teach Yourself VISUALLY Word 2013,Elaine Marmel,,$21.56 ,$15.99 ,,9.78112E+12,978-1118517697,Teach Yourself VISUALLY (Tech) Series,Wiley,,"261,665",352,7.30(w) x 9.00(h) x 0.80(d)
1001.html,"Mastering Computer Typing, Revised Edition",Sheryl Lindsell-Roberts,,,,,9.78055E+12,978-0547333199,,Houghton Mifflin Harcourt,,"261,806",198,6.90(w) x 9.30(h) x 0.80(d)
1002.html,Excel Dashboards and Reports,Michael Alexander,,$29.02 ,$20.99 ,,9.78112E+12,978-1118490426,Mr. Spreadsheet's Bookshelf Series,Wiley,,"261,863",432,7.40(w) x 9.20(h) x 0.90(d)
1003.html,Data Points: Visualization That Means Something,Nathan Yau,,$24.12 ,$20.99 ,,9.78112E+12,978-1118462195,,Wiley,,"261,997",320,7.40(w) x 9.10(h) x 0.80(d)
1004.html,Office 2011 for Mac All-in-One For Dummies,Geetesh Bajaj# James Gordon,,$22.11 ,$18.49 ,,9.78047E+12,978-0470903711,For Dummies Series,Wiley,,"262,004",840,7.30(w) x 9.20(h) x 1.90(d)
1005.html,Scratch Programming in Easy Steps: Covers versions 1.4 and 2.0,Sean McManus,,,,,9.78184E+12,978-1840786125,In Easy Steps,In Easy Steps Limited,,"262,012",192,7.20(w) x 8.80(h) x 0.50(d)
1006.html,"The Photoshop Workbook: Professional Retouching and Compositing Tips, Tricks, and Techniques",Glyn Dewis,,$35.45 ,$23.49 ,,9.78013E+12,978-0134008462,,Peachpit Press,,"262,026",288,7.90(w) x 9.00(h) x 0.60(d)
1007.html,Murach's ASP.NET 4.5 Web Programming with C# 2012 / Edition 5,Mary Delamater & Anne Boehm,,$37.39 ,,,9.78189E+12,978-1890774752,,"Murach, Mike & Associates, Inc.",,"262,027",822,8.10(w) x 10.00(h) x 1.90(d)
1008.html,Learning SQL,Alan Beaulieu,,$27.31 ,$18.49 ,,9.7806E+12,978-0596520830,,"O'Reilly Media, Incorporated",,"262,074",338,6.90(w) x 9.10(h) x 0.80(d)
1009.html,The Language of SQL: How to Access Data in Relational Databases / Edition 1,Larry Rockoff,,$10.40 ,,,9.78144E+12,978-1435457515,,Cengage Learning,,"262,105",256,7.30(w) x 9.00(h) x 0.90(d)
1010.html,Nikon D5200 For Dummies,Julie Adair King,,$20.71 ,$15.99 ,,9.78112E+12,978-1118530474,For Dummies Series,Wiley,,"262,284",384,7.30(w) x 9.00(h) x 0.80(d)
1011.html,EVE Universe: The Art of New Eden,Various,$35.76 ,,$18.99 ,,9.78162E+12,978-1616557010,,Dark Horse Comics,,"262,477",191,9.20(w) x 12.20(h) x 0.90(d)
1012.html,The Ultimate Player's Guide to Minecraft - Xbox Edition: Covers both Xbox 360 and Xbox One Versions,Stephen O'Brien,,$16.66 ,$11.99 ,,9.78079E+12,978-0789753434,,Que,,"262,640",288,7.00(w) x 9.00(h) x 0.50(d)
1013.html,The Age of Spiritual Machines: When Computers Exceed Human Intelligence / Edition 1,Ray Kurzweil, ,$11.69 ,$12.99 , ,9.78014E+12,978-0140282023,,Penguin Publishing Group,,"262,738",400,
1014.html,C++ Primer Plus / Edition 6,Stephen Prata,,$35.29 ,$27.49 ,,9.78032E+12,978-0321776402,Developer's Library Series,Addison-Wesley,,"262,939",1200,7.00(w) x 9.00(h) x 1.80(d)
1015.html,Statistics for Six Sigma Made Easy! / Edition 2,Warren Brussee,,$13.79 ,$14.99 ,,9.78007E+12,978-0071797535,,McGraw-Hill Professional Publishing,,"263,173",272,7.20(w) x 9.10(h) x 0.80(d)
1016.html,Mastering AutoCAD Civil 3D 2015: Autodesk Official Press,Cyndy Davenport# Ishka Voiculescu,,$64.95 ,$41.49 ,,9.78112E+12,978-1118862094,,Wiley,,"263,192",1128,7.40(w) x 9.20(h) x 2.20(d)
1017.html,"Game Coding Complete, Fourth Edition / Edition 4",Mike McShaffry# David Graham,,$34.15 ,$41.99 ,,9.78113E+12,978-1133776574,,Cengage Learning,,"263,207",960,7.30(w) x 9.00(h) x 1.70(d)
1018.html,Linux System Programming: Talking Directly to the Kernel and C Library,Robert Love,,$38.69 ,$29.49 ,,9.78145E+12,978-1449339531,,"O'Reilly Media, Incorporated",,"263,213",456,7.00(w) x 9.10(h) x 1.10(d)
