ID, Title, Author1, Author2, Author3, Publisher, ISBN13, Publication Date, Pages, Product dimensions, Sales rank, Ratings count, Rating value, Paperback price, Hardcover price, Nookbook price, Audiobook price
1161,Man Of Everest - The Autobiography Of Tenzing,James Ramsey Ullman, , ,Read Books Design,9781447400288,04/15/2011,356,5.50(w) x 8.50(h) x 0.79(d),"1,432,046", , , , , , 
1162,Ecce Homo (Barnes & Noble Library of Essential Reading),Friedrich Nietzsche, , ,Barnes &amp; Noble,9780760777725,03/16/2006,128,5.50(w) x 8.25(h) x (d),"554,350",6,4.8,$6.95, ,$3.49,$49.00
1163,"Swing, Sing and All That Jazz: The Autobiography of Henry Holloway",Henry Holloway, , ,Trafford Publishing,9781466976306,02/28/2015,716,8.25(w) x 11.00(h) x 1.43(d),"1,436,642", , ,$32.26, ,$3.49, 
1164,Frank Merriwell's Father: An Autobiography,Gilbert Pattne (Burt L. Standish), , ,University of Oklahoma Press,9780806148014,01/14/2015,370,6.00(w) x 9.00(h) x 0.82(d),"1,436,852", , , , , , 
1165,"The story of a Pilgrim family. From the Mayflower to the present time; with autobiography, recollections, letters, incidents, and genealogy of the author, Rev. Joh Alden, in his 83d year - Scholar's Choice Edition",John Alden, , ,Scholar's Choice,9781298031051,02/15/2015,438,7.44(w) x 9.69(h) x 0.89(d),"1,437,165", , , , , , 
1166,Autobiography of Colonel Daniel Boone: Illustrated,Daniel Boone, , ,CreateSpace Publishing,9781477617502,06/06/2012,26,6.00(w) x 9.00(h) x 0.05(d),"1,438,009", , , , , , 
1167,Brothers: An Autobiography,David Ritz,Charles Neville,Aaron Neville,Da Capo Press,9780306810534,10/25/2001,400,6.06(w) x 9.04(h) x 1.02(d),"1,438,429", , , , , , 
1168,"Yellowtail, Crow Medicine Man and Sun Dance Chief: An Autobiography",Thomas Yellowtail,Fred Voget, ,University of Oklahoma Press,9780806126029,03/28/1994,270,5.47(w) x 8.23(h) x 0.79(d),"1,440,389", , , , , , 
1169,All Out!: An Autobiography,Albert Ellis, , ,Prometheus Books,9781591024521,04/28/2010,1,6.40(w) x 9.10(h) x 1.90(d),"1,440,408",1,5.0, , , , 
1170,Standing on the Promises: The Autobiography of W. A. Criswell,W. A. Criswell, , ,W Publishing Group,9780849990380,12/28/2000,256,6.00(w) x 8.90(h) x 0.80(d),"1,441,017", , , , , , 
1171,Seth - A Multidimensional Autobiography,Mark Allen Frost, , ,Seth Returns Publishing,9780982694633,03/20/2011,124,5.00(w) x 8.00(h) x 0.29(d),"1,441,151", , , , , , 
1172,Theodore Roosevelt; an Autobiography,Theodore Roosevelt, , ,CreateSpace Publishing,9781502958662,03/05/2015,536,6.00(w) x 9.00(h) x 1.08(d),"1,441,889",6,2.6,$22.99, ,$2.99, 
1173,Autobiography of a Tibetan Monk,Palden Gyatso, , ,"Grove/Atlantic, Inc.",9780802135742,08/28/1998,232,5.40(w) x 8.20(h) x 0.70(d),"1,442,279",2,5.0,$10.71, , , 
1174,They Shall Not Pass: The Autobiography of La Pasionaria,Dolores Ibarruri, , ,"International Publishers Company, Incorporated",9780717804689,06/01/1976,360,5.30(w) x 7.90(h) x 0.70(d),"1,443,272", , , , , , 
1175,"The Colored Cadet at West Point: Autobiography of Lieut. Henry Ossian Flipper, U. S. A.",Henry Flipper, , ,CreateSpace Publishing,9781480126534,10/17/2012,332,5.50(w) x 8.50(h) x 0.69(d),"1,443,792", , , , , , 
1176,"The Autobiography of Thomas Jefferson, 1743-1790",Thomas Jefferson, , ,"University of Pennsylvania Press, Inc.",9780812219012,12/01/2004,200,0.47(w) x 5.50(h) x 8.50(d),"1,444,410",5,3.8,$14.70, ,$12.99, 
1177,"Rising Up From the Blood: A Legacy Reclaimed- A Bridge Forward: The Autobiography of Sarah Washington O'Neal Rush, The Great-Granddaughter of Booker T. Washington",Sarah Washington O;Neal Rush, , ,Solid Rock Book Publishing,9780692312742,11/24/2014,278,6.00(w) x 9.00(h) x 0.58(d),"1,444,500", , , , , , 
1178,My Story: An Autobiography,Mary Astor, , ,Windham Press,9781628450187,08/20/2013,334,6.69(w) x 9.61(h) x 0.70(d),"1,445,288", , , , , , 
1179,Autobiography of a Yogi - Traditional Chinese,Paramahansa Yogananda, , ,Self-Realization Fellowship,9780876122471,08/15/2012,540,6.00(w) x 9.00(h) x 1.20(d),"1,451,194", , , , , , 
1180,"Another Cup of Tea, Mr. Barker?: An Autobiography",Foundatio Novartis Foundation Symposium, , ,Adlibbed Ltd,9780954889517,01/28/2006,296,6.14(w) x 9.21(h) x 0.67(d),"1,451,442", , , , , , 
1181,Igor Stravinsky - An Autobiography,Igor Stravinsky, , ,Baltzell Press,9781406711073,03/15/2007,192,5.50(w) x 8.50(h) x 0.44(d),"1,451,508", , ,$27.95, , , 
1182,Life and Letters of Sir Charles Hall; Being an Autobiography (1819-1860) with Correspondence and Diaries;,Charles Hall, , ,HardPress Publishing,9781407746364,01/10/2012,454,6.00(w) x 9.00(h) x 0.92(d),"1,451,825", , , , , , 
1183,My Inventions: the Autobiography of Nikola Telsa,Nikola Tesla, , ,CreateSpace,9781477416426,05/07/2012,66,6.00(w) x 9.00(h) x 0.17(d),"1,452,157", , ,$6.99, , , 
1184,Autobiography of a Yogi (Hungarian),Paramahansa Yogananda, , ,Self-Realization Fellowship,9780876126394,02/19/2015,562,6.00(w) x 9.00(h) x 1.14(d),"1,452,567", , , , , , 
1185,"A Martyr to Bibliography: a Notice of the Life and Works of Joseph-Marie Que Rard, Bibliographer. Principally Taken from the Autobiography of Mar. Jozon D'erquar, (Anagram); With the Notices of Gustave Brunet, J. Assezat, and Paul Lacroix, (Bibliophile.",Thomas Ralph 1840-, , ,HardPress Publishing,9781313794626,01/28/2013,68,6.00(w) x 9.00(h) x 0.14(d), , , , , , , 
1186,The autobiography of Margot Asquith,Margot Asquith Oxford and Asquith, , ,London : Butterworth,2940019401550, , , , , , , , , , 
1187,"Autobiography of Mark Rutherford, Dissenting Minister, 1881",William Hale White, , ,"Oxford University Press, USA",9780192825940,01/01/1991,272,4.56(w) x 7.31(h) x 0.49(d), , , , , , , 
1188,Whatever It Takes: The Autobiography of Lloyd R. Moses,Lloyd R. Moses, , ,University of South Dakota Press,9780929925066,05/28/1991, , , , , , , , , 
1189,Facts As I Remember Them: The Autobiography of Rufe LeFors,Rufe Lefors, , ,University of Texas Press,9780292703797,01/28/1986,192, , , , , , , , 
1190,"Memoir of John Aubrey, F. R. S., embracing his autobiography sketches, a brief review of his personal and literary merits, an an account of his works;",John Britton, , ,"London, Printed by J. B. Nichols and son",2940020669505, , , , , , , , , , 
1191,Jumbo's Keeper: The Autobiography of Matthew Scott and His Biography of P. T. Barnum's Great Elephant Jumbo,Matthew Scott, , ,CreateSpace Publishing,9781480107984,10/22/2012,100,5.50(w) x 8.50(h) x 0.24(d), , , , , , , 
1192,Marion Harland's Autobiography,Marion Harland, , ,"Ayer Company Publishers, Incorporated",9780405128608,01/01/1980,497, , , , , , , , 
1193,Lew Wallace; an autobiography ..,Lew Wallace, , ,"New York, London, Harper &amp; brothers",2940018780892, , , , , , , , ,$0.00, 
1194,"Shaker Autobiographies, Biographies and Testimonies, 1806-1907",Glendyne R Wergland, , ,Taylor &amp; Francis,9781848933958,08/14/2015,1456, , , , , , , , 
1195,Literature,the Working Class: English Autobiographies,1820-1848, ,Cambria Press,9781604978452,05/08/2013,266,6.00(w) x 9.00(h) x 0.75(d), , , , , , , 
1196,"The Writings of Thomas Jefferson: Being His Autobiography, Correspondence, Reports, Messages, Addresses and Other Writings, Official and Private",Thomas Jefferson, , ,Cambridge University Press,9781108032872,09/22/2011,648,5.51(w) x 8.50(h) x 1.42(d), , , ,$52.00, , , 
1197,Autobiography and Other Poems,Tony Towle, , ,Hanging Loose Press,9780915342181,01/01/1977,68, , , , , , , , 
1198,Adventures in Order and Chaos: A Scientific Autobiography / Edition 1,George Contopoulos, , ,Springer Netherlands,9781402030390,02/28/2005,200,6.30(w) x 9.50(h) x 0.60(d), , , , , , , 
1199,The Autobiography of John Stuart Mill,John Stuart Mill, , ,HM,2940150218840,11/29/2014, , , , , ,$0.99, ,$0.99, 
1200,Reputations Live on: An Early Malay Autobiography,Amin Sweeney, , ,University of California Press,9780520040731,01/28/1980,150, , , , , , , , 
1201,The Life of an Artist: an Autobiography,Jules Breton, , ,HardPress Publishing,9781290500722,08/01/2012,370,6.00(w) x 9.00(h) x 0.77(d), , , , , , , 
1202,"The Miracles and Riches of God: Autobiography of John Nimley Wulu, Sr. of Monrovia, Liberia, West Africa (Founder and Builder of Schools)",John Nimley Wulu,Sr., ,AuthorHouse,9781438917993,12/10/2008,136,6.00(w) x 9.00(h) x 0.44(d), , , ,$10.99,$21.49, , 
1203,"Autobiography of Capt. Benjamin Webster, 1900: To Which Is Added Extracts From the Diary of Mrs. Benjamin Webster (Classic Reprint)",Benjamin Webster, , ,FB &amp;c Ltd,9781330885413,07/07/2015,244,6.00(w) x 9.00(h) x 0.51(d), , , , , , , 
1204,"Autobiography Of Andrew George Salzer, An American Life",Andrew George Salzer, , ,Writers Cramp Publishing,9780977723553,02/14/2010,232,0.49(w) x 9.00(h) x 6.00(d), , , , , , , 
1205,"Beginning Early, Starting Late : (An Autobiography)",Unity Grantham, , ,Lulu.com,9781447565611,06/14/2011, , , , , ,$20.01, ,$8.99, 
1206,The autobiography of Maharshi Devendranath Tagore,Debendranatha Thakura, , ,London : Macmillan,2940017734483, , , , , , , , , , 
1207,"The Arvon Book of Life Writing: Writing Biography, Autobiography and Memoir",Sally Cline,Carole Angier, ,Bloomsbury Academic,9781408124185,08/15/2010,288,5.10(w) x 7.70(h) x 1.00(d), , , , , , , 
1208,"Goethe's Knabenjahre. (1749-1761.) Goethe's boyhood : being the first three books of his autobiography, arranged and annotated",Wilhelm Wagner,... New edition,revised and enlarged,Cambridge : University press,2940018545576, , , , , , , , , , 
1209,Confessions of an Actor : The Autobiography,Laurence Olivier, , ,Gardners Books,9781857974935,11/03/1994, , , , , , , , , 
1210,"Autobiography of Thomas Guthrie, D.D. And Memoir / [edited]",David K. Guthrie and Charles J. Guthrie [microform], , ,Toronto : Belford,2940028998348, , , , , , , , , , 
1211,Odyssey to Life: An Autobiography and Abortion Analysis,Don Hochanadel, , ,Leathers Publishing,9781585973484,01/28/2006,413,5.40(w) x 8.60(h) x 1.50(d), , , , , , , 
1212,The Autobiography of Colin Jackson,Colin Jackson,David Conn, ,B B C Worldwide Americas,9780563487388,08/01/2003,224,6.10(w) x 9.30(h) x (d), , , , , , , 
1213,Autobiography Of A Farm Boy,Isaac Phillips Roberts, , ,Read Books Design,9781444689518,12/09/2009,348,5.50(w) x 8.50(h) x 0.78(d), ,1,4.0,$31.45, ,$0.00, 
1214,The Bridge Builder's Daughter: An Autobiography Part 1,Donna K. Mackert,Beverly Kraut, ,,9780971391932,12/01/2007,85, , , , , , , , 
1215,An Autobiography By Herbert Spencer Vol Ii,Herbert Spencer, , ,Brooks Press,9781409784784,06/30/2008,556,5.50(w) x 8.50(h) x 1.24(d), , , , , , , 
1216,"Dan Shanahan-If You Don't Know Me, Don't Judge Me: My Autobiography",Dan Shanahan, , ,Transworld Publishers Limited,9781848270985,11/01/2010,320,6.00(w) x 9.19(h) x 0.87(d), , , ,$21.82, ,$14.49, 
1217,The Autobiography of the Emperor Charles V,Charles V, , ,Sagwan Press,9781298883346,08/21/2015,210,6.14(w) x 9.21(h) x 0.50(d), , , , , , , 
1218,"To Tell a Free Story: The First Century of Afro-American Autobiography, 1760-1865 / Edition 1",William L. Andrews, , ,University of Illinois Press,9780252060335,05/28/1988,368,5.90(w) x 8.98(h) x 1.22(d), , , , , , , 
1219,A GRANDMOTHER'S OLD TESTAMENT HYMNS: A Living Autobiography,Helen Schmill, , ,Xlibris Corporation,9781462863921,05/18/2011, , , , , , , , , 
1220,Men of mark in Connecticut; ideals of American life told in biographies and autobiographies of eminent living Americans,Norris Galpin Osborn, , ,"Hartford, Conn., W.R. Goodspeed",2940020559530, , , , , , ,$30.76, ,$0.00, 
1221,Mark Rutherford's deliverance : being the second part of his autobiography,Mark Rutherford, , ,London : Trübner,2940020684300, , , , , , , , , , 
1222,Good Morning Blues: The Autobiography of Count Basie,Count Basie, , ,Random House Publishing Group,9780394548647,01/12/1986,399, , , , , , , , 
1223,Stunt Man: The Autobiography of Yakima Canutt,Oliver Drake, , ,University of Oklahoma Press,9780806129273,03/01/1997,288,5.97(w) x 9.14(h) x 0.63(d), ,1,3.0, , , , 
1224,The Autobiography Of A Blind Minister: Including Sketches Of The Men And Events Of His Time,Timothy Woodbridge, , ,"Boston, J. P. Jewett and company; New York, Sheldon, Blakeman and company; [etc., etc.]",2940027397296, , , , , , , ,$26.95,$0.00, 
1225,Unreasonable Behaviour:: An Autobiography,Don McCullin, , ,"Random House of Canada, Limited",9780099437765,06/28/2002,288,5.12(w) x 7.75(h) x 0.75(d), , , , , , , 
1226,Huxley's autobiography and selected essays from lay sermons,Thomas Henry Huxley, , ,"New York [etc.] Longmans, Green, and co.",2940021372534, , , , , , , , , , 
1227,The Petticoat Dominant: Or Woman's Revenge: The Autobiography of a Young Nobleman as a Pendant to Gynecocracy,M. Le Compte Du Bouleau, , ,The Floating Press,9781775560876,06/01/2012, , , , , , , , , 
1228,Reminiscences of a Soldier's Wife: an autobiography,John A. Logan Mary Simmerson Cunningham Logan, , ,C. Scribner's sons,2940022795257, , , , , , , , , , 
1229,The Autobiography and Letters of Mrs M. O. W. Oliphant,Margaret Oliphant, , ,Cambridge University Press,9781108033855,07/14/2011,386,5.50(w) x 8.50(h) x 1.00(d), , , ,$37.99,$19.95, , 
1230,Autobiography of love,Warren Holden, , ,[Philadelphia] : Press of J.B. Lippincott Company,2940017677230, , , , , , ,$7.95, ,$0.00, 
1231,"Recollections of a Long Life, an Autobiography",Theodore Ledyard Cuyler, , ,HardPress Publishing,9781314393859,06/22/2013,388,6.00(w) x 9.00(h) x 0.80(d), , , ,$13.95, ,$2.99, 
1232,Autobiographies: Charles Darwin and Thomas Henry Huxley,Charles Darwin,Thomas Henry Huxley, ,"Oxford University Press, USA",9780192851314,03/29/1984,149,5.06(w) x 7.69(h) x 0.44(d), , , , , , , 
1233,"One of Them, Chapters from a Passionate Autobiography",Hasanovitz Elizabeth, , ,HardPress Publishing,9781313124362,01/28/2013,354,6.00(w) x 9.00(h) x 0.74(d), , , ,$23.95, , , 
1234,"Autobiography of Anton Rubinstein, 1829-1889",Anton Rubinstein, , ,"Boston : Little, Brown",2940039201413, , , , , , ,$17.99, ,$0.00, 
1235,Maverick's Progress: An Autobiography,James Flexner,James T. Flexner, ,Fordham University Press,9780823216604,01/01/1996,510,9.10(w) x 6.40(h) x 1.80(d), , , ,$40.95,$89.10, , 
1236,God Knows What: The Autobiography of Pope Bing the First,Jeff Block, , ,CreateSpace Publishing,9781494825058,01/14/2014,434,6.00(w) x 9.00(h) x 0.88(d), , , , , , , 
1237,My Inventions; The Autobiography of Nikola Tesla,Nikola Tesla, , ,Hart Brothers Publishing,9780910077019,10/01/1982,111, , , , , , , , 
1238,"Miss Rhythm: The Autobiography of Ruth Brown, Rhythm and Blues Legend",Maurice J. E. Brown,Andrew Yule, ,Da Capo Press,9780306808883,05/06/1999,272,6.14(w) x 9.23(h) x 0.99(d), , , , , , , 
1239,"Dr. Gheist, an autobiography from the midlands",David Gheist, , ,,2940024073094, , , , , , , , , , 
1240,The Inside Truth: An Autobiography of a Foot-Fetish Model,Lyla Verone, , ,Publish America,9781413726466,08/02/2013,250,5.50(w) x 8.50(h) x 0.57(d), , , , , , , 
1241,Cosmic Religion: An Autobiography of the Universe,Konstantin Kolenda, , ,The Crown Publishing Group,9780385419628,08/28/1998,156,5.50(w) x 8.50(h) x 0.50(d), , , ,$13.51, , , 
1242,Autobiography,Andrew Dickson White, , ,New York Century,2940017594698, , , , , , , , ,$0.00, 
1243,Lay Down Your Arms: The Autobiography of Martha Von Tilling,Freifrau von Bertha Felicie Sophie  Suttner Bertha von Suttner, , ,"Longmans, Green",2940018745754, , , , , , , , , , 
1244,The Strength of the Hills: An Autobiography,George Ewart Evans,David Gentleman, ,Faber and Faber,9780571135509,01/01/1985,1,4.90(w) x 7.75(h) x 0.40(d), , , , , , , 
1245,All In My Head: The Autobiography,Lar Corbett, , ,Transworld Publishers Limited,9781848271470,11/01/2013,320,5.00(w) x 7.70(h) x 0.90(d), ,4,4.0,$15.28, ,$9.99, 
1246,An autobiography,John B. Gough, , ,"Boston, The author",2940017594100, , , , , , ,$9.66, ,$0.00, 
1247,Autobiography of Seventy Years,Hoar George Frisbie 1826-1904, , ,HardPress Publishing,9781313642316,01/28/2013,462,6.00(w) x 9.00(h) x 0.93(d), , , ,$28.95, , , 
1248,"Genealogical notes of the Carpenter family, including the autobiography, and personal reminiscences of Dr. Seymour D. Carpenter, lieutenant colonel in the war for the union. With genealogical and biographical appendix .. - War College Series",Seymour D. 1826?- Carpenter, , ,War College Series,9781293976258,02/12/2015,304,7.44(w) x 9.69(h) x 0.64(d), , , ,$29.75, , , 
1249,I'm Alive: An Autobiography,Cecil Williams, , ,HarperCollins Publishers,9780062509505,04/01/1980,224, , , , , , , , 
1250,"Autobiography of O. P. Alderman,: From Early Life to the Fifty-fifth Year of His Age, Up to ...",Oliver P. Alderman, , ,"Baker, Jones &amp; Co ., printers",2940023961316, , , , , , , , , , 
1251,True to Type: An Autobiography of Ruari McLean,Ruari McLean, , ,Oak Knoll Press DE,9781884718960,10/28/2000,216,6.36(w) x 9.30(h) x 0.83(d), , , , , , , 
1252,The Autobiography Of Goethe. Truth And Poetry,John Oxenford, , ,Brown Press,9781409784814,06/30/2008,532,5.50(w) x 8.50(h) x 1.19(d), , , , , , , 
1253,Stupid Boy: The Autobiography of the Creator of Dad's Army,Jimmy Perry, , ,ISIS Large Print Books,9780753199121,05/28/2004,288, , , , , , , , 
1254,Rewards. an Autobiography,Marian Ewurama Addy, , ,African Books Collective Limited,9789988037826,08/25/2011,334,6.00(w) x 9.00(h) x 0.75(d), , , , , , , 
1255,To Dwell in Peace: An Autobiography,Daniel Berrigan, , ,Wipf &amp; Stock Publishers,9781556354731,10/28/2007,364,6.10(w) x 9.00(h) x 0.80(d), , , ,$40.00, , , 
1256,"Faith, Doubt, and Evidence: God's Vouchers for His Written Word, with Critical Illustrations from the Autobiography of Dr. Franklin...",Cheever George Barrell 1807-1890, , ,HardPress Publishing,9781314822335,12/15/2013,398,6.00(w) x 9.00(h) x 0.82(d), , , , , , , 
1257,Northern Windows: An Anthology of Ulster Autobiography,Lyn Gallagher, , ,"Blackstaff Press, The",9780856403750,12/01/1987,256, , , , , , , , 
1258,The Autobiography of Phineas Pett,Pett Phineas 1570-1647, , ,HardPress Publishing,9781290996013,01/28/2013,358,6.00(w) x 9.00(h) x 0.74(d), , , , , , , 
1259,Molly Dear: The Autobiography of an Android,Stephen Fine, , ,St. Martin's Press,9780312022549,10/01/1988,320,10.00(w) x 2.00(h) x 7.00(d), , , , , , , 
1260,Just Joe: My Autobiography,Joe Duffy, , ,Transworld Publishers Limited,9781848271005,05/10/2012,384,5.00(w) x 7.70(h) x 1.30(d), , , ,$14.95,$35.00,$10.49, 
1261,Echoes of an Autobiography,Naguib Mahfouz, , ,Knopf Doubleday Publishing Group,9780385485562,12/28/1997,144,5.19(w) x 8.00(h) x 0.46(d), ,1,3.0,$11.71, , , 
1262,The Writings of Thomas Jefferson,Thomas Jefferson, , ,Magic Fairy Tales,2940151059275,08/07/2015, , ,"478,663",4,4.5,$10.99, ,$5.99, 
1263,Against Autobiography: Albert Memmi and the Production of Theory,Lia Nicole Brozgal, , ,University of Nebraska Press,9780803240421,12/01/2013,256,5.70(w) x 8.60(h) x 1.10(d), , , , , , , 
1264,Autobiography of a Naturalist and Environmentalist,S. K. Eltringham,R. B. Eltringham, ,AuthorHouse,9781467894708,04/13/2012,560,6.00(w) x 9.00(h) x 1.25(d), , , ,$28.92, ,$5.49, 
1265,Men of mark in Massachusetts. Ideals of American life told in biographies and autobiographies of eminent living americans,John Howard Brown, , ,"Boston, Mass., Johnson-Wynne co.",2940020559660, , , , , , , , , , 
1266,The Autobiography of an ExtraTerrestrial Saga: I AM Thyron,Craig Campobasso, , ,AuthorHouse,9781467044790,11/07/2011,312, , , , ,$19.95, ,$8.49, 
1267,From Coal-pit to joyful News Mission : fragments of autobiography,Owd Mo, , ,Rochdale : Joyful News Book Depot,2940025465485, , , , , , , , , , 
1268,The Autobiography of Osugi Sakae / Edition 1,Sakae Osugi, , ,University of California Press,9780520077607,12/17/1992,188,6.00(w) x 9.00(h) x 0.43(d), , , ,$27.51, , , 
1269,The Power: My Autobiography,Phil Taylor,Sid Waddell, ,HarperCollins UK,9780007168217,10/01/2003,384,6.00(w) x 9.20(h) x (d), , , , , , , 
